Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Shots,Age,Nationality,Rank
2020/21,300303.0,Ferran Torres,Ferran,Torres,F,7.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,36.0,24 years 176 days,Spain,76.0
2020/21,349917.0,Andros Townsend,Andros,Townsend,M,30.0,Midfielder,n/a,n/a,36.0,33 years 38 days,England,76.0
2020/21,360571.0,Saïd Benrahma,Saïd,Benrahma,F,17.0,Left Winger,n/a,n/a,35.0,29 years 13 days,Algeria,80.0
2020/21,346821.0,João Cancelo,João Pedro,Cavaco Cancelo,D,2.0,Right Full Back,Manchester City,MCI,35.0,30 years 88 days,Portugal,80.0
2020/21,315554.0,Trézéguet,Mahmoud Ahmed Ibrahim,Hassan,M,10.0,Left/Right Winger,n/a,n/a,35.0,29 years 327 days,Egypt,80.0
2020/21,341253.0,Ruben Loftus-Cheek,Ruben,Loftus-Cheek,M,8.0,Centre Central Midfielder,Fulham,FUL,35.0,28 years 213 days,England,80.0
2020/21,337217.0,Matej Vydra,Matej,Vydra,F,11.0,Forward,Burnley,BUR,35.0,32 years 114 days,Czech Republic,80.0
2020/21,259569.0,Danny Welbeck,Danny,Welbeck,F,18.0,Centre Striker,Brighton & Hove Albion,BHA,35.0,33 years 271 days,England,80.0
2020/21,359638.0,Hakim Ziyech,Hakim,Ziyech,M,22.0,Centre Attacking Midfielder,n/a,n/a,35.0,31 years 157 days,Morocco,80.0
2020/21,318671.0,Frank Anguissa,Frank,Anguissa,M,99.0,Central Midfielder,n/a,n/a,34.0,28 years 281 days,Cameroon,87.0
2020/21,180093.0,Josh Brownhill,Josh,Brownhill,M,8.0,Centre Central Midfielder,Burnley,BUR,34.0,28 years 248 days,England,87.0
2020/21,355446.0,Edinson Cavani,Edinson,Cavani,F,10.0,Centre Striker,n/a,n/a,34.0,37 years 191 days,Uruguay,87.0
2020/21,360340.0,Bobby De Cordova-Reid,Bobby,De Cordova-Reid,F,14.0,Forward,n/a,n/a,34.0,31 years 203 days,Jamaica,87.0
2020/21,52087.0,Reece James,Reece,James,D,24.0,Right Full Back,Chelsea,CHE,34.0,24 years 259 days,England,87.0
2020/21,154335.0,Miguel Almirón,Miguel,Almirón,M,24.0,Left/Centre/Right Second Striker,Newcastle United,NEW,33.0,30 years 195 days,Paraguay,92.0
2020/21,340669.0,Kai Havertz,Kai,Havertz,M,29.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,33.0,25 years 73 days,Germany,92.0
2020/21,289629.0,Tammy Abraham,Tammy,Abraham,F,9.0,Centre Striker,n/a,n/a,32.0,26 years 326 days,England,94.0
2020/21,263914.0,Daniel Podence,Daniel,Castelo Podence,M,56.0,Left Winger,Wolverhampton Wanderers,WOL,32.0,28 years 307 days,Portugal,94.0
2020/21,13742.0,Lewis Dunk,Lewis,Dunk,D,30.0,Defender,Brighton & Hove Albion,BHA,32.0,32 years 276 days,England,94.0
2020/21,362163.0,Pascal Groß,Pascal,Groß,M,13.0,Centre Central Midfielder,n/a,n/a,32.0,33 years 69 days,Germany,94.0
2020/21,160158.0,Rodri,Rodrigo,Hernández Cascante,M,16.0,Centre Central Midfielder,Manchester City,MCI,32.0,28 years 62 days,Spain,94.0
2020/21,356422.0,Leander Dendoncker,Leander,Dendoncker,M,32.0,Centre Central Midfielder,n/a,n/a,31.0,29 years 130 days,Belgium,99.0
2020/21,362819.0,Ayoze Pérez,Ayoze,Pérez,F,22.0,Left/Centre/Right Winger,n/a,n/a,31.0,31 years 25 days,Spain,99.0
2020/21,172304.0,Paul Pogba,Paul,Pogba,M,10.0,Centre Central Midfielder,n/a,n/a,31.0,31 years 161 days,France,99.0
2020/21,325547.0,Callum Robinson,Callum,Robinson,F,47.0,Left/Centre Striker,n/a,n/a,31.0,29 years 203 days,Ireland,99.0
2020/21,95187.0,Jay Rodriguez,Jay,Rodriguez,F,9.0,Left/Centre/Right Second Striker,Burnley,BUR,31.0,35 years 25 days,England,99.0
2020/21,322321.0,Georginio Wijnaldum,Georginio,Wijnaldum,M,25.0,Centre Attacking Midfielder,n/a,n/a,31.0,33 years 286 days,Netherlands,99.0
2020/21,361726.0,Oliver McBurnie,Oliver,McBurnie,F,16.0,Centre Striker,Sheffield United,SHU,30.0,28 years 80 days,Scotland,105.0
2020/21,162005.0,Jacob Murphy,Jacob,Murphy,M,14.0,Left/Right Winger,Newcastle United,NEW,30.0,29 years 181 days,England,105.0
2020/21,361056.0,Allan Saint-Maximin,Allan,Saint-Maximin,F,97.0,Left Winger,n/a,n/a,30.0,27 years 164 days,France,105.0
2020/21,363122.0,Conor Gallagher,Conor,Gallagher,M,4.0,Centre Central Midfielder,West Bromwich Albion,WBA,29.0,24 years 199 days,England,108.0
2020/21,281624.0,Olivier Giroud,Olivier,Giroud,F,9.0,Centre Striker,n/a,n/a,29.0,37 years 328 days,France,108.0
2020/21,277556.0,Theo Walcott,Theo,Walcott,F,32.0,Right Winger,n/a,n/a,29.0,35 years 160 days,England,108.0
2020/21,44030.0,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,M,20.0,Left/Centre Attacking Midfielder,Manchester City,MCI,28.0,30 years 13 days,Portugal,111.0
2020/21,355414.0,Romain Saïss,Romain,Saïss,D,14.0,Centre Central Defender,n/a,n/a,28.0,34 years 150 days,Morocco,111.0
2020/21,325151.0,Ben Chilwell,Ben,Chilwell,D,21.0,Left Full Back,Chelsea,CHE,27.0,27 years 246 days,England,113.0
2020/21,342058.0,Declan Rice,Declan,Rice,M,41.0,Centre Central Midfielder,n/a,n/a,27.0,25 years 222 days,England,113.0
2020/21,288580.0,Kurt Zouma,Kurt,Zouma,D,4.0,Centre Central Defender,n/a,n/a,27.0,29 years 301 days,France,113.0
2020/21,160688.0,Jordan Ayew,Jordan,Ayew,F,9.0,Centre Striker,Crystal Palace,CRY,26.0,32 years 347 days,Ghana,116.0
2020/21,160681.0,Darnell Furlong,Darnell,Furlong,D,2.0,Right Full Back,West Bromwich Albion,WBA,26.0,28 years 297 days,England,116.0
2020/21,343093.0,Raúl Jiménez,Raúl,Jiménez,F,7.0,Striker,n/a,n/a,26.0,33 years 110 days,Mexico,116.0
2020/21,320612.0,Dwight McNeil,Dwight,McNeil,F,7.0,Left Winger,Burnley,BUR,26.0,24 years 275 days,England,116.0
2020/21,43231.0,Scott McTominay,Scott,McTominay,M,39.0,Centre Attacking Midfielder,Manchester United,MUN,26.0,27 years 259 days,Scotland,116.0
2020/21,258869.0,Thomas Partey,Thomas,Partey,M,5.0,Centre Defensive Midfielder,Arsenal,ARS,26.0,31 years 71 days,Ghana,116.0
2020/21,340596.0,Tyler Roberts,Tyler,Roberts,F,8.0,Centre Second Striker,Leeds United,LEE,26.0,25 years 224 days,Wales,116.0
2020/21,359652.0,Douglas Luiz,Douglas Luiz,Soares de Paulo,M,26.0,Central Midfielder,n/a,n/a,26.0,26 years 106 days,Brazil,116.0
2020/21,321942.0,Ezgjan Alioski,Ezgjan,Alioski,D,6.0,Left Wing Back,n/a,n/a,25.0,32 years 193 days,North Macedonia,124.0
2020/21,346831.0,Oliver Burke,Oliver,Burke,F,45.0,Centre Striker,n/a,n/a,25.0,27 years 138 days,Scotland,124.0
2020/21,333228.0,Mbaye Diagne,Mbaye,Diagne,F,9.0,Centre Striker,West Bromwich Albion,WBA,25.0,32 years 300 days,Senegal,124.0
2020/21,315703.0,Sébastien Haller,Sébastien,Haller,F,9.0,Centre Striker,n/a,n/a,25.0,30 years 62 days,Cote D’Ivoire,124.0
2020/21,345071.0,Fred,Frederico,Rodrigues de Paula Santos,M,35.0,Centre Central Midfielder,n/a,n/a,25.0,31 years 171 days,Brazil,124.0
2020/21,336893.0,Adam Webster,Adam,Webster,D,4.0,Defender,Brighton & Hove Albion,BHA,25.0,29 years 232 days,England,124.0
2020/21,359145.0,Luke Ayling,Luke,Ayling,D,12.0,Right Full Back,n/a,n/a,24.0,32 years 364 days,England,130.0
2020/21,349661.0,Rhian Brewster,Rhian,Brewster,F,n/a,Centre Striker,Sheffield United,SHU,24.0,24 years 144 days,England,130.0
2020/21,340453.0,Alexis Mac Allister,Alexis,Mac Allister,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,24.0,25 years 243 days,Argentina,130.0
2020/21,363190.0,Nélson Semedo,Nélson,Cabral Semedo,D,2.0,Right Full Back,Wolverhampton Wanderers,WOL,23.0,30 years 281 days,Portugal,133.0
2020/21,343485.0,Aaron Connolly,Aaron,Connolly,F,44.0,Centre Striker,n/a,n/a,23.0,24 years 208 days,Ireland,133.0
2020/21,347498.0,Callum Hudson-Odoi,Callum,Hudson-Odoi,F,14.0,Left Winger,n/a,n/a,23.0,23 years 290 days,England,133.0
2020/21,340665.0,Mateo Kovacic,Mateo,Kovacic,M,8.0,Central Midfielder,n/a,n/a,23.0,30 years 109 days,Croatia,133.0
2020/21,287385.0,Jannik Vestergaard,Jannik,Vestergaard,D,23.0,Centre Central Defender,n/a,n/a,23.0,32 years 20 days,Denmark,133.0
2020/21,287383.0,Joe Willock,Joe,Willock,M,28.0,Centre Attacking Midfielder,n/a,n/a,23.0,25 years 3 days,England,133.0
2020/21,255615.0,Thiago Alcântara,Thiago,Alcântara,M,6.0,Centre Central Midfielder,n/a,n/a,22.0,33 years 134 days,Spain,139.0
2020/21,325869.0,Marcos Alonso,Marcos,Alonso,D,17.0,Left Full Back,n/a,n/a,22.0,33 years 239 days,Spain,139.0
2020/21,160422.0,Ezri Konsa,Ezri,Konsa,D,4.0,Centre Central Defender,Aston Villa,AVL,22.0,26 years 305 days,England,139.0
2020/21,177697.0,Adam Lallana,Adam,Lallana,M,10.0,Left/Centre Attacking Midfielder,n/a,n/a,22.0,36 years 105 days,England,139.0
2020/21,32140.0,Solly March,Solly,March,M,7.0,Left/Centre/Right Attacking Midfielder,Brighton & Hove Albion,BHA,22.0,30 years 34 days,England,139.0
2020/21,319809.0,Ben Mee,Ben,Mee,D,16.0,Centre Central Defender,Burnley,BUR,22.0,34 years 337 days,England,139.0
2020/21,362188.0,Matt Phillips,Matt,Phillips,M,10.0,Left/Right Winger,West Bromwich Albion,WBA,22.0,33 years 163 days,Scotland,139.0
2020/21,314846.0,James Tarkowski,James,Tarkowski,D,6.0,Centre Central Defender,Burnley,BUR,22.0,31 years 278 days,England,139.0
2020/21,337842.0,Marc Albrighton,Marc,Albrighton,M,22.0,Left/Right Winger,n/a,n/a,21.0,34 years 279 days,England,147.0
2020/21,283441.0,Érik Lamela,Érik,Lamela,M,17.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,21.0,32 years 172 days,Argentina,147.0
2020/21,335850.0,Matthew Lowton,Matthew,Lowton,D,38.0,Right Full Back,n/a,n/a,21.0,35 years 75 days,England,147.0
2020/21,358594.0,Josh Maja,Josh,Maja,F,n/a,Striker,Fulham,FUL,21.0,25 years 240 days,Nigeria,147.0
2020/21,344329.0,Granit Xhaka,Granit,Xhaka,M,34.0,Central Midfielder,n/a,n/a,21.0,31 years 331 days,Switzerland,147.0
2020/21,325467.0,Willian,Willian,Borges da Silva,F,20.0,Left/Centre/Right Winger,n/a,n/a,20.0,36 years 14 days,Brazil,152.0
2020/21,359871.0,John Lundstram,John,Lundstram,M,5.0,Centre Central Midfielder,Sheffield United,SHU,20.0,30 years 187 days,England,152.0
2020/21,166789.0,Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,M,n/a,Midfielder,Arsenal,ARS,20.0,23 years 66 days,Brazil,152.0
2020/21,315450.0,Takumi Minamino,Takumi,Minamino,M,18.0,Left/Centre/Right Attacking Midfielder,Liverpool,LIV,20.0,29 years 220 days,Japan,152.0
2020/21,355776.0,Sergio Reguilón,Sergio,Reguilón,D,12.0,Left Full Back,Tottenham Hotspur,TOT,20.0,27 years 251 days,Spain,152.0
2020/21,336080.0,Ashley Westwood,Ashley,Westwood,M,8.0,Centre Central Midfielder,n/a,n/a,20.0,34 years 144 days,England,152.0
2020/21,277441.0,Sergio Agüero,Sergio,Agüero,F,19.0,Centre Striker,n/a,n/a,19.0,36 years 82 days,Argentina,158.0
2020/21,14131.0,Aaron Cresswell,Aaron,Cresswell,D,3.0,Left Full Back,West Ham United,WHU,19.0,34 years 252 days,England,158.0
2020/21,314289.0,Willian José,Willian José,da Silva,F,12.0,Centre Striker,n/a,n/a,19.0,32 years 274 days,Brazil,158.0
2020/21,30985.0,Jóhann Gudmundsson,Jóhann,Gudmundsson,F,7.0,Left Winger,Burnley,BUR,19.0,33 years 301 days,Iceland,158.0
2020/21,138634.0,Curtis Jones,Curtis,Jones,M,17.0,Centre Central Midfielder,Liverpool,LIV,19.0,23 years 206 days,England,158.0
2020/21,336342.0,Mario Lemina,Mario,Lemina,M,5.0,Centre Central Midfielder,Fulham,FUL,19.0,30 years 357 days,Gabon,158.0
2020/21,7748.0,Luka Milivojevic,Luka,Milivojevic,M,4.0,Centre Central Midfielder,n/a,n/a,19.0,33 years 138 days,Serbia,158.0
2020/21,160323.0,Tyrone Mings,Tyrone,Mings,D,5.0,Centre Central Defender,Aston Villa,AVL,19.0,31 years 163 days,England,158.0
2020/21,50135.0,Andy Robertson,Andy,Robertson,D,26.0,Left Full Back,Liverpool,LIV,19.0,30 years 165 days,Scotland,158.0
2020/21,359177.0,Tosin Adarabioyo,Tosin,Adarabioyo,D,4.0,Centre Central Defender,n/a,n/a,18.0,26 years 334 days,England,167.0
2020/21,222694.0,Abdoulaye Doucouré,Abdoulaye,Doucouré,M,16.0,Centre Central Midfielder,Everton,EVE,18.0,31 years 235 days,Mali,167.0
2020/21,282098.0,Alireza Jahanbakhsh,Alireza,Jahanbakhsh,F,7.0,Forward,n/a,n/a,18.0,31 years 12 days,Iran,167.0
2020/21,361852.0,Tanguy Ndombélé,Tanguy,Ndombélé,M,22.0,Midfielder,n/a,n/a,18.0,27 years 239 days,France,167.0
2020/21,340986.0,Lucas Moura,Lucas,Rodrigues Moura da Silva,F,n/a,Winger,n/a,n/a,18.0,32 years 10 days,Brazil,167.0
2020/21,42727.0,Jeffrey Schlupp,Jeffrey,Schlupp,M,15.0,Left Winger,Crystal Palace,CRY,18.0,31 years 244 days,Ghana,167.0
2020/21,337920.0,Patrick van Aanholt,Patrick,van Aanholt,D,30.0,Left Full Back,n/a,n/a,18.0,33 years 360 days,Netherlands,167.0
2020/21,187645.0,Kyle Walker-Peters,Kyle,Walker-Peters,D,2.0,Right Full Back,Southampton,SOU,18.0,27 years 132 days,England,167.0
2020/21,361345.0,Jayden Bogle,Jayden,Bogle,D,2.0,Right Full Back,Sheffield United,SHU,17.0,24 years 27 days,England,175.0
2020/21,302934.0,Dan Burn,Dan,Burn,D,33.0,Centre Central Defender,n/a,n/a,17.0,32 years 106 days,England,175.0
2020/21,356762.0,John Fleck,John,Fleck,M,23.0,Centre Central Midfielder,n/a,n/a,17.0,32 years 365 days,Scotland,175.0
2020/21,325634.0,Daniel James,Daniel,James,M,21.0,Right Winger,n/a,n/a,17.0,26 years 287 days,Wales,175.0
2020/21,343686.0,Yerry Mina,Yerry,Mina,D,26.0,Central Defender,n/a,n/a,17.0,29 years 335 days,Colombia,175.0
2020/21,346916.0,Nathan Tella,Nathan,Tella,M,19.0,Left/Right Winger,n/a,n/a,17.0,25 years 49 days,Nigeria,175.0
2020/21,315651.0,Robert Brady,Robert,Brady,M,11.0,Left Winger,n/a,n/a,16.0,32 years 222 days,Ireland,181.0
2020/21,336892.0,Craig Dawson,Craig,Dawson,D,15.0,Centre Central Defender,n/a,n/a,16.0,34 years 109 days,England,181.0
2020/21,202648.0,Gabriel Magalhães,Gabriel,dos Santos Magalhães,D,6.0,Centre Central Defender,Arsenal,ARS,16.0,26 years 248 days,Brazil,181.0
2020/21,357618.0,Dwight Gayle,Dwight,Gayle,F,25.0,Centre Striker,n/a,n/a,16.0,34 years 311 days,England,181.0
2020/21,342077.0,Karlan Grant,Karlan,Grant,F,16.0,Centre Striker,West Bromwich Albion,WBA,16.0,26 years 340 days,England,181.0
2020/21,356746.0,Isaac Hayden,Isaac,Hayden,M,14.0,Midfielder,Newcastle United,NEW,16.0,29 years 154 days,England,181.0
2020/21,48260.0,Michael Keane,Michael,Keane,D,5.0,Centre Central Defender,Everton,EVE,16.0,31 years 225 days,England,181.0
2020/21,42220.0,Wilfred Ndidi,Wilfred,Ndidi,M,6.0,Centre Central Midfielder,Leicester City,LEI,16.0,27 years 251 days,Nigeria,181.0
2020/21,325193.0,Hélder Costa,Hélder Wander,Sousa de Azevedo e Costa,F,17.0,Winger,n/a,n/a,16.0,30 years 224 days,Angola,181.0
2020/21,341032.0,Enda Stevens,Enda,Stevens,D,3.0,Left Full Back,n/a,n/a,16.0,34 years 45 days,Ireland,181.0
2020/21,319999.0,Oleksandr Zinchenko,Oleksandr,Zinchenko,D,17.0,Left Full Back,n/a,n/a,16.0,27 years 252 days,Ukraine,181.0
2020/21,279691.0,Rayan Aït-Nouri,Rayan,Aït-Nouri,D,3.0,Left Full Back,n/a,n/a,15.0,23 years 78 days,Algeria,192.0
2020/21,356787.0,Sèrge Aurier,Sèrge,Aurier,D,92.0,Right Full Back,n/a,n/a,15.0,31 years 243 days,Cote D’Ivoire,192.0
2020/21,342164.0,Héctor Bellerín,Héctor,Bellerín,D,2.0,Right Full Back,n/a,n/a,15.0,29 years 157 days,Spain,192.0
2020/21,315923.0,Steven Bergwijn,Steven,Bergwijn,F,7.0,Left/Right Winger,n/a,n/a,15.0,26 years 320 days,Netherlands,192.0
2020/21,325444.0,Willy-Arnaud Boly,Willy-Arnaud,Boly,D,30.0,Centre Central Defender,n/a,n/a,15.0,33 years 202 days,Cote D’Ivoire,192.0
2020/21,14742.0,Liam Cooper,Liam,Cooper,D,6.0,Centre Central Defender,Leeds United,LEE,15.0,32 years 359 days,Scotland,192.0
2020/21,258090.0,Vladimír Coufal,Vladimír,Coufal,D,5.0,Right Full Back,West Ham United,WHU,15.0,32 years 1 day,Czech Republic,192.0
2020/21,297575.0,Pablo Hernández,Pablo,Hernández Domínguez,M,19.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,15.0,39 years 134 days,Spain,192.0
2020/21,346851.0,Alex Iwobi,Alex,Iwobi,F,17.0,Left/Centre/Right Second Striker,n/a,n/a,15.0,28 years 112 days,Nigeria,192.0
2020/21,31757.0,Jamaal Lascelles,Jamaal,Lascelles,D,6.0,Centre Central Defender,Newcastle United,NEW,15.0,30 years 286 days,England,192.0
2020/21,315209.0,Giovani Lo Celso,Giovani,Lo Celso,M,17.0,Centre Attacking Midfielder,n/a,n/a,15.0,28 years 136 days,Argentina,192.0
2020/21,135591.0,Sean Longstaff,Sean,Longstaff,M,36.0,Centre Central Midfielder,Newcastle United,NEW,15.0,26 years 298 days,England,192.0
2020/21,336374.0,David Luiz,David Luiz,Moreira Marinho,D,23.0,Centre Central Defender,n/a,n/a,15.0,37 years 123 days,Brazil,192.0
2020/21,356533.0,Nathaniel Phillips,Nathaniel,Phillips,D,12.0,Centre Central Defender,Liverpool,LIV,15.0,27 years 155 days,England,192.0
2020/21,362854.0,Kalvin Phillips,Kalvin,Phillips,M,8.0,Centre Defensive Midfielder,n/a,n/a,15.0,28 years 265 days,England,192.0
2020/21,31291.0,John Stones,John,Stones,D,5.0,Centre Central Defender,Manchester City,MCI,15.0,30 years 87 days,England,192.0
2020/21,346152.0,Kieran Tierney,Kieran,Tierney,D,17.0,Left Full Back,Arsenal,ARS,15.0,27 years 79 days,Scotland,192.0
2020/21,288147.0,Martin Ødegaard,Martin,Ødegaard,M,8.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,15.0,25 years 250 days,Norway,192.0
2020/21,342617.0,Ola Aina,Ola,Aina,D,34.0,Right Full Back,Fulham,FUL,14.0,27 years 320 days,Nigeria,210.0
2020/21,132955.0,Kyle Bartley,Kyle,Bartley,D,5.0,Centre Central Defender,West Bromwich Albion,WBA,14.0,33 years 93 days,England,210.0
2020/21,327316.0,Andy Carroll,Andy,Carroll,F,9.0,Centre Striker,n/a,n/a,14.0,35 years 230 days,England,210.0
2020/21,270977.0,Grady Diangana,Grady,Diangana,M,n/a,Left/Centre/Right Attacking Midfielder,West Bromwich Albion,WBA,14.0,26 years 126 days,DR Congo,210.0
2020/21,359602.0,Eric Dier,Eric,Dier,D,15.0,Centre Central Defender,n/a,n/a,14.0,30 years 221 days,England,210.0
2020/21,136802.0,Moussa Djenepo,Moussa,Djenepo,M,19.0,Midfielder,n/a,n/a,14.0,26 years 69 days,Mali,210.0
2020/21,257590.0,Rúben Dias,Rúben,dos Santos Gato Alves Dias,D,3.0,Centre Central Defender,Manchester City,MCI,14.0,27 years 101 days,Portugal,210.0
2020/21,133133.0,John Egan,John,Egan,D,12.0,Centre Central Defender,Sheffield United,SHU,14.0,31 years 308 days,Ireland,210.0
2020/21,337833.0,Jorginho,Jorge Luiz,Frello Filho,M,20.0,Centre Central Midfielder,n/a,n/a,14.0,32 years 247 days,Italy,210.0
2020/21,359359.0,Ben Godfrey,Ben,Godfrey,D,5.0,Centre Central Defender,n/a,n/a,14.0,26 years 221 days,England,210.0
2020/21,355783.0,Jordan Henderson,Jordan,Henderson,M,6.0,Midfielder,n/a,n/a,14.0,34 years 67 days,England,210.0
2020/21,346845.0,Rob Holding,Rob,Holding,D,4.0,Centre Central Defender,n/a,n/a,14.0,28 years 338 days,England,210.0
2020/21,361468.0,Pierre-Emile Højbjerg,Pierre-Emile,Højbjerg,M,23.0,Centre Defensive Midfielder,n/a,n/a,14.0,29 years 18 days,Denmark,210.0
2020/21,362433.0,Oriol Romeu,Oriol,Romeu,M,14.0,Centre Defensive Midfielder,Southampton,SOU,14.0,32 years 334 days,Spain,210.0
2020/21,6723.0,Fernandinho,Fernando Luiz,Rosa,M,25.0,Centre Defensive Midfielder,n/a,n/a,14.0,39 years 111 days,Brazil,210.0
2020/21,315688.0,Antonio Rüdiger,Antonio,Rüdiger,D,22.0,Centre Central Defender,n/a,n/a,14.0,31 years 173 days,Germany,210.0
2020/21,346451.0,João Moutinho,João Filipe Iria,Santos Moutinho,M,28.0,Midfielder,n/a,n/a,14.0,37 years 350 days,Portugal,210.0
2020/21,258788.0,Pascal Struijk,Pascal,Struijk,D,21.0,Centre Central Defender,Leeds United,LEE,14.0,25 years 12 days,Netherlands,210.0
2020/21,354251.0,André Gomes,André Filipe,Tavares Gomes,M,n/a,Midfielder,n/a,n/a,14.0,31 years 24 days,Portugal,210.0
2020/21,186988.0,Joël Veltman,Joël,Veltman,D,34.0,Centre/Right Full Back,Brighton & Hove Albion,BHA,14.0,32 years 221 days,Netherlands,210.0
2020/21,160580.0,Semi Ajayi,Semi,Ajayi,D,6.0,Centre Central Defender,West Bromwich Albion,WBA,13.0,30 years 288 days,Nigeria,230.0
2020/21,363213.0,Joachim Andersen,Joachim,Andersen,D,5.0,Centre Central Defender,Fulham,FUL,13.0,28 years 84 days,Denmark,230.0
2020/21,53174.0,George Baldock,George,Baldock,D,2.0,Right Full Back,Sheffield United,SHU,13.0,31 years 167 days,Greece,230.0
2020/21,187393.0,Dani Ceballos,Dani,Ceballos,M,8.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,13.0,28 years 16 days,Spain,230.0
2020/21,300571.0,Lucas Digne,Lucas,Digne,D,12.0,Left Full Back,n/a,n/a,13.0,31 years 34 days,France,230.0
2020/21,196369.0,Thiago Silva,Thiago,Emiliano da Silva,D,6.0,Centre Central Defender,n/a,n/a,13.0,39 years 336 days,Brazil,230.0
2020/21,346116.0,Ryan Fraser,Ryan,Fraser,M,26.0,Left/Right Winger,Newcastle United,NEW,13.0,30 years 181 days,Scotland,230.0
2020/21,352025.0,Jakub Moder,Jakub,Moder,M,n/a,Midfielder,Brighton & Hove Albion,BHA,13.0,25 years 138 days,Poland,230.0
2020/21,322089.0,Angelo Ogbonna,Angelo,Ogbonna,D,n/a,Central Defender,n/a,n/a,13.0,36 years 92 days,Italy,230.0
2020/21,202622.0,Harrison Reed,Harrison,Reed,M,6.0,Centre Central Midfielder,Fulham,FUL,13.0,29 years 209 days,England,230.0
2020/21,35863.0,Hal Robson-Kanu,Hal,Robson-Kanu,F,4.0,Left/Centre/Right Second Striker,West Bromwich Albion,WBA,13.0,35 years 94 days,Wales,230.0
2020/21,362162.0,Emile Smith Rowe,Emile,Smith Rowe,M,32.0,Centre Attacking Midfielder,n/a,n/a,13.0,24 years 26 days,England,230.0
2020/21,327670.0,Dele Alli,Dele,Alli,M,11.0,Centre Attacking Midfielder,n/a,n/a,12.0,28 years 134 days,England,242.0
2020/21,359639.0,Michy Batshuayi,Michy,Batshuayi,F,44.0,Left/Centre Striker,n/a,n/a,12.0,30 years 326 days,Belgium,242.0
2020/21,19302.0,Tom Cairney,Tom,Cairney,M,10.0,Left/Centre/Right Attacking Midfielder,Fulham,FUL,12.0,33 years 216 days,Scotland,242.0
2020/21,94007.0,Séamus Coleman,Séamus,Coleman,D,n/a,Right Full Back,Everton,EVE,12.0,35 years 317 days,Ireland,242.0
2020/21,348087.0,Manuel Lanzini,Manuel,Lanzini,M,10.0,Attacking Midfielder,n/a,n/a,12.0,31 years 190 days,Argentina,242.0
2020/21,344429.0,Ainsley Maitland-Niles,Ainsley,Maitland-Niles,M,98.0,Centre/Right Wing Back,West Bromwich Albion,WBA,12.0,26 years 360 days,England,242.0
2020/21,340458.0,James Milner,James,Milner,M,6.0,Left/Centre/Right Central Midfielder,n/a,n/a,12.0,38 years 232 days,England,242.0
2020/21,161996.0,Eddie Nketiah,Eddie,Nketiah,F,14.0,Centre Striker,Arsenal,ARS,12.0,25 years 85 days,England,242.0
2020/21,275377.0,Fabian Schär,Fabian,Schär,D,n/a,Defender,Newcastle United,NEW,12.0,32 years 247 days,Switzerland,242.0
