Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Appearances,Age,Nationality,Rank
2017/18,337920.0,Patrick van Aanholt,Patrick,van Aanholt,D,30.0,Left Full Back,n/a,n/a,28.0,33 years 360 days,Netherlands,163.0
2017/18,281237.0,Stephen Ward,Stephen,Ward,D,3.0,Left Full Back,n/a,n/a,28.0,39 years 3 days,Ireland,163.0
2017/18,259569.0,Danny Welbeck,Danny,Welbeck,F,18.0,Centre Striker,n/a,n/a,28.0,33 years 271 days,England,163.0
2017/18,219427.0,Callum Wilson,Callum,Wilson,F,9.0,Centre Striker,n/a,n/a,28.0,32 years 178 days,England,163.0
2017/18,288155.0,Gary Cahill,Gary,Cahill,D,24.0,Centre Central Defender,n/a,n/a,27.0,38 years 248 days,England,185.0
2017/18,315360.0,Andreas Christensen,Andreas,Christensen,D,15.0,Centre Central Defender,n/a,n/a,27.0,28 years 135 days,Denmark,185.0
2017/18,156961.0,Darren Fletcher,Darren,Fletcher,M,n/a,Centre Central Midfielder,Stoke City,STK,27.0,40 years 204 days,Scotland,185.0
2017/18,355783.0,Jordan Henderson,Jordan,Henderson,M,6.0,Midfielder,n/a,n/a,27.0,34 years 67 days,England,185.0
2017/18,318563.0,Wayne Hennessey,Wayne,Hennessey,G,13.0,Goalkeeper,n/a,n/a,27.0,37 years 212 days,Wales,185.0
2017/18,343543.0,Sead Kolasinac,Sead,Kolasinac,D,23.0,Left Full Back,n/a,n/a,27.0,31 years 64 days,Bosnia & Herzegovina,185.0
2017/18,306840.0,Grzegorz Krychowiak,Grzegorz,Krychowiak,M,16.0,Midfielder,West Bromwich Albion,WBA,27.0,34 years 207 days,Poland,185.0
2017/18,348087.0,Manuel Lanzini,Manuel,Lanzini,M,10.0,Attacking Midfielder,n/a,n/a,27.0,31 years 190 days,Argentina,185.0
2017/18,341051.0,Arthur Masuaku,Arthur,Masuaku,D,26.0,Left Full Back,n/a,n/a,27.0,30 years 290 days,DR Congo,185.0
2017/18,289743.0,Shkodran Mustafi,Shkodran,Mustafi,D,5.0,Centre Central Defender,n/a,n/a,27.0,32 years 128 days,Germany,185.0
2017/18,323682.0,Shinji Okazaki,Shinji,Okazaki,F,30.0,Forward,n/a,n/a,27.0,38 years 129 days,Japan,185.0
2017/18,172304.0,Paul Pogba,Paul,Pogba,M,10.0,Centre Central Midfielder,n/a,n/a,27.0,31 years 161 days,France,185.0
2017/18,315688.0,Antonio Rüdiger,Antonio,Rüdiger,D,22.0,Centre Central Defender,n/a,n/a,27.0,31 years 173 days,Germany,185.0
2017/18,166767.0,Ryan Shawcross,Ryan,Shawcross,D,n/a,Centre Central Defender,n/a,n/a,27.0,36 years 324 days,England,185.0
2017/18,52240.0,Gylfi Sigurdsson,Gylfi,Sigurdsson,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,27.0,34 years 350 days,Iceland,185.0
2017/18,10050.0,Adam Smith,Adam,Smith,D,15.0,Right Full Back,n/a,n/a,27.0,33 years 116 days,England,185.0
2017/18,133548.0,Sofiane Boufal,Sofiane,Boufal,M,19.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,26.0,30 years 341 days,Morocco,201.0
2017/18,222348.0,Chris Brunt,Chris,Brunt,M,29.0,Left Winger,n/a,n/a,26.0,39 years 253 days,Northern Ireland,201.0
2017/18,187029.0,Emre Can,Emre,Can,M,23.0,Centre Central Midfielder,n/a,n/a,26.0,30 years 224 days,Germany,201.0
2017/18,346116.0,Ryan Fraser,Ryan,Fraser,M,26.0,Left/Right Winger,n/a,n/a,26.0,30 years 181 days,Scotland,201.0
2017/18,356746.0,Isaac Hayden,Isaac,Hayden,M,14.0,Midfielder,Newcastle United,NEW,26.0,29 years 154 days,England,201.0
2017/18,105171.0,Ander Herrera,Ander,Herrera,M,21.0,Centre Central Midfielder,n/a,n/a,26.0,35 years 9 days,Spain,201.0
2017/18,346851.0,Alex Iwobi,Alex,Iwobi,F,17.0,Left/Centre/Right Second Striker,n/a,n/a,26.0,28 years 112 days,Nigeria,201.0
2017/18,335850.0,Matthew Lowton,Matthew,Lowton,D,38.0,Right Full Back,n/a,n/a,26.0,35 years 75 days,England,201.0
2017/18,314973.0,Henrikh Mkhitaryan,Henrikh,Mkhitaryan,M,22.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,26.0,35 years 215 days,Armenia,201.0
2017/18,324745.0,Mesut Özil,Mesut,Özil,M,10.0,Centre Attacking Midfielder,n/a,n/a,26.0,35 years 313 days,Germany,201.0
2017/18,159847.0,Collin Quaner,Collin,Quaner,F,23.0,Centre Striker,n/a,n/a,26.0,33 years 66 days,Germany,201.0
2017/18,342058.0,Declan Rice,Declan,Rice,M,41.0,Centre Central Midfielder,n/a,n/a,26.0,25 years 222 days,England,201.0
2017/18,92622.0,Virgil van Dijk,Virgil,van Dijk,D,4.0,Centre Central Defender,Liverpool,LIV,26.0,33 years 46 days,Netherlands,201.0
2017/18,277441.0,Sergio Agüero,Sergio,Agüero,F,19.0,Centre Striker,n/a,n/a,25.0,36 years 82 days,Argentina,214.0
2017/18,52234.0,Gareth Barry,Gareth,Barry,M,18.0,Centre Central Midfielder,n/a,n/a,25.0,43 years 182 days,England,214.0
2017/18,180097.0,Gaëtan Bong,Gaëtan,Bong,D,6.0,Left Full Back,n/a,n/a,25.0,36 years 120 days,Cameroon,214.0
2017/18,311979.0,Christian Fuchs,Christian,Fuchs,D,22.0,Left Full Back,n/a,n/a,25.0,38 years 138 days,Austria,214.0
2017/18,300740.0,Phil Jagielka,Phil,Jagielka,D,6.0,Centre Central Defender,n/a,n/a,25.0,42 years 6 days,England,214.0
2017/18,180889.0,Ki Sung-Yeung,Sung-Yeung,Ki,M,10.0,Centre Central Midfielder,Swansea City,SWA,25.0,35 years 212 days,South Korea,214.0
2017/18,170758.0,Laurent Koscielny,Laurent,Koscielny,D,6.0,Centre Central Defender,n/a,n/a,25.0,38 years 348 days,France,214.0
2017/18,283441.0,Érik Lamela,Érik,Lamela,M,17.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,25.0,32 years 172 days,Argentina,214.0
2017/18,336342.0,Mario Lemina,Mario,Lemina,M,5.0,Centre Central Midfielder,n/a,n/a,25.0,30 years 357 days,Gabon,214.0
2017/18,43049.0,Joël Matip,Joël,Matip,D,32.0,Centre Central Defender,n/a,n/a,25.0,33 years 15 days,Cameroon,214.0
2017/18,162005.0,Jacob Murphy,Jacob,Murphy,M,14.0,Left/Right Winger,n/a,n/a,25.0,29 years 181 days,England,214.0
2017/18,10195.0,Bruno,Bruno,Saltor Grau,D,2.0,Right Full Back,n/a,n/a,25.0,43 years 327 days,Spain,214.0
2017/18,264366.0,Andrew Surman,Andrew,Surman,M,16.0,Centre Central Midfielder,n/a,n/a,25.0,38 years 3 days,England,214.0
2017/18,129748.0,Ramadan Sobhi,Ramadan Sobhi Ramadan,Ahmed,M,14.0,Winger,n/a,n/a,24.0,27 years 213 days,Egypt,227.0
2017/18,97353.0,Charlie Austin,Charlie,Austin,F,32.0,Centre Striker,n/a,n/a,24.0,35 years 49 days,England,227.0
2017/18,325151.0,Ben Chilwell,Ben,Chilwell,D,21.0,Left Full Back,n/a,n/a,24.0,27 years 246 days,England,227.0
2017/18,15253.0,Heurelho Gomes,Heurelho,da Silva Gomes,G,1.0,Goalkeeper,n/a,n/a,24.0,43 years 190 days,Brazil,227.0
2017/18,303240.0,Jermain Defoe,Jermain,Defoe,F,10.0,Centre Striker,n/a,n/a,24.0,41 years 321 days,England,227.0
2017/18,261981.0,Steven Defour,Steven,Defour,M,88.0,Centre Central Midfielder,n/a,n/a,24.0,36 years 130 days,Belgium,227.0
2017/18,19449.0,Nathan Dyer,Nathan,Dyer,M,24.0,Right Winger,n/a,n/a,24.0,36 years 268 days,England,227.0
2017/18,343358.0,Florian Lejeune,Florian,Lejeune,D,24.0,Central Defender,n/a,n/a,24.0,33 years 95 days,France,227.0
2017/18,341253.0,Ruben Loftus-Cheek,Ruben,Loftus-Cheek,M,8.0,Centre Central Midfielder,n/a,n/a,24.0,28 years 213 days,England,227.0
2017/18,132041.0,Mikel Merino,Mikel,Merino,M,8.0,Centre Central Midfielder,n/a,n/a,24.0,28 years 62 days,Spain,227.0
2017/18,342076.0,Aaron Ramsey,Aaron,Ramsey,M,10.0,Centre Central Midfielder,n/a,n/a,24.0,33 years 241 days,Wales,227.0
2017/18,42727.0,Jeffrey Schlupp,Jeffrey,Schlupp,M,15.0,Left Winger,Crystal Palace,CRY,24.0,31 years 244 days,Ghana,227.0
2017/18,320508.0,Tommy Smith,Tommy,Smith,D,2.0,Right Full Back,Huddersfield Town,HUD,24.0,32 years 131 days,England,227.0
2017/18,363000.0,Kieran Trippier,Kieran,Trippier,D,n/a,Right Full Back,n/a,n/a,24.0,33 years 339 days,England,227.0
2017/18,256350.0,Mike van der Hoorn,Mike,van der Hoorn,D,6.0,Centre Central Defender,n/a,n/a,24.0,31 years 313 days,Netherlands,227.0
2017/18,162574.0,Ashley Williams,Ashley,Williams,D,29.0,Centre Central Defender,n/a,n/a,24.0,40 years,Wales,227.0
2017/18,340567.0,Chris Wood,Chris,Wood,F,11.0,Centre Striker,n/a,n/a,24.0,32 years 260 days,New Zealand,227.0
2017/18,313297.0,Maya Yoshida,Maya,Yoshida,D,22.0,Centre Central Defender,n/a,n/a,24.0,35 years 365 days,Japan,227.0
2017/18,266708.0,Étienne Capoue,Étienne,Capoue,M,6.0,Centre Defensive Midfielder,n/a,n/a,23.0,36 years 43 days,France,245.0
2017/18,44032.0,Tom Cleverley,Tom,Cleverley,M,8.0,Centre Central Midfielder,Watford,WAT,23.0,35 years 11 days,England,245.0
2017/18,162295.0,Danilo,Danilo Luiz,da Silva,D,6.0,Right Full Back,n/a,n/a,23.0,33 years 39 days,Brazil,245.0
2017/18,126112.0,Steven Davis,Steven,Davis,M,10.0,Centre Central Midfielder,n/a,n/a,23.0,39 years 235 days,Northern Ireland,245.0
2017/18,320599.0,Kiko Femenía,Kiko,Femenía,D,17.0,Right Wing Back,Watford,WAT,23.0,33 years 203 days,Spain,245.0
2017/18,41538.0,Joe Gomez,Joe,Gomez,D,2.0,Left/Centre/Right Central Defender,Liverpool,LIV,23.0,27 years 92 days,England,245.0
2017/18,357848.0,Florent Hadërgjonaj,Florent,Hadërgjonaj,D,94.0,Right Full Back,n/a,n/a,23.0,30 years 23 days,Kosovo,245.0
2017/18,361468.0,Pierre-Emile Højbjerg,Pierre-Emile,Højbjerg,M,23.0,Centre Defensive Midfielder,n/a,n/a,23.0,29 years 18 days,Denmark,245.0
2017/18,284325.0,Daryl Janmaat,Daryl,Janmaat,D,53.0,Right Full Back,n/a,n/a,23.0,35 years 32 days,Netherlands,245.0
2017/18,6013.0,Phil Jones,Phil,Jones,D,4.0,Centre Central Defender,n/a,n/a,23.0,32 years 184 days,England,245.0
2017/18,171328.0,Chris Löwe,Chris,Löwe,D,15.0,Left Full Back,Huddersfield Town,HUD,23.0,35 years 129 days,Germany,245.0
2017/18,338506.0,Lys Mousset,Lys,Mousset,F,7.0,Centre Striker,n/a,n/a,23.0,28 years 197 days,France,245.0
2017/18,4600.0,Leighton Baines,Leighton,Baines,D,3.0,Left Full Back,n/a,n/a,22.0,39 years 256 days,England,257.0
2017/18,160457.0,Fabian Delph,Fabian,Delph,M,8.0,Left/Centre Central Midfielder,n/a,n/a,22.0,34 years 276 days,England,257.0
2017/18,277791.0,Andy King,Andy,King,M,10.0,Centre Central Midfielder,Swansea City,SWA,22.0,35 years 299 days,Wales,257.0
2017/18,361887.0,Scott Malone,Scott,Malone,D,33.0,Left Full Back,n/a,n/a,22.0,33 years 151 days,England,257.0
2017/18,339410.0,Oumar Niasse,Oumar,Niasse,F,18.0,Centre Striker,n/a,n/a,22.0,34 years 127 days,Senegal,257.0
2017/18,50135.0,Andy Robertson,Andy,Robertson,D,26.0,Left Full Back,Liverpool,LIV,22.0,30 years 165 days,Scotland,257.0
2017/18,23381.0,Jack Stephens,Jack,Stephens,D,n/a,Defender,n/a,n/a,22.0,30 years 209 days,England,257.0
2017/18,288543.0,Davide Zappacosta,Davide,Zappacosta,D,77.0,Right Full Back,n/a,n/a,22.0,32 years 73 days,Italy,257.0
2017/18,327643.0,Michail Antonio,Michail,Antonio,F,n/a,Centre Striker,West Ham United,WHU,21.0,34 years 148 days,Jamaica,265.0
2017/18,267496.0,Timothy Fosu-Mensah,Timothy,Fosu-Mensah,D,24.0,Left/Centre/Right Central Defender,n/a,n/a,21.0,26 years 234 days,Netherlands,265.0
2017/18,362144.0,Kelechi Iheanacho,Kelechi,Iheanacho,F,9.0,Centre Striker,n/a,n/a,21.0,27 years 325 days,Nigeria,265.0
2017/18,356123.0,Javier Manquillo,Javier,Manquillo,D,22.0,Right Full Back,n/a,n/a,21.0,30 years 110 days,Spain,265.0
2017/18,338608.0,Cuco Martina,Cuco,Martina,D,15.0,Defender,n/a,n/a,21.0,34 years 333 days,Curacao,265.0
2017/18,334376.0,Pedro Obiang,Pedro,Mba Obiang Avomo,M,14.0,Centre Central Midfielder,n/a,n/a,21.0,32 years 149 days,Equatorial Guinea,265.0
2017/18,281604.0,Sebastian Prödl,Sebastian,Prödl,D,4.0,Centre Central Defender,n/a,n/a,21.0,37 years 63 days,Austria,265.0
2017/18,35863.0,Hal Robson-Kanu,Hal,Robson-Kanu,F,4.0,Left/Centre/Right Second Striker,West Bromwich Albion,WBA,21.0,35 years 94 days,Wales,265.0
2017/18,362647.0,Dominic Solanke,Dominic,Solanke,F,19.0,Striker,n/a,n/a,21.0,26 years 344 days,England,265.0
2017/18,319847.0,Geoff Cameron,Geoff,Cameron,D,20.0,Defender,n/a,n/a,20.0,39 years 43 days,United States,274.0
2017/18,349855.0,Ciaran Clark,Ciaran,Clark,D,26.0,Centre Central Defender,n/a,n/a,20.0,34 years 332 days,Ireland,274.0
2017/18,176689.0,Paul Dummett,Paul,Dummett,D,n/a,Defender,n/a,n/a,20.0,32 years 332 days,Wales,274.0
2017/18,333978.0,Leroy Fer,Leroy,Fer,M,8.0,Centre Central Midfielder,Swansea City,SWA,20.0,34 years 231 days,Netherlands,274.0
2017/18,312587.0,Fraser Forster,Fraser,Forster,G,20.0,Goalkeeper,n/a,n/a,20.0,36 years 159 days,England,274.0
2017/18,261396.0,Marc Pugh,Marc,Pugh,M,27.0,Left Winger,n/a,n/a,20.0,37 years 143 days,England,274.0
2017/18,90688.0,Ezequiel Schelotto,Ezequiel,Schelotto,D,21.0,Defender,n/a,n/a,20.0,35 years 92 days,Argentina,274.0
2017/18,277556.0,Theo Walcott,Theo,Walcott,F,32.0,Right Winger,Arsenal,ARS,20.0,35 years 160 days,England,274.0
2017/18,48514.0,Danny Williams,Danny,Williams,M,19.0,Centre Defensive Midfielder,Huddersfield Town,HUD,20.0,35 years 168 days,United States,274.0
2017/18,267645.0,Jack Wilshere,Jack,Wilshere,M,11.0,Centre Central Midfielder,n/a,n/a,20.0,32 years 235 days,England,274.0
2017/18,30533.0,Trent Alexander-Arnold,Trent,Alexander-Arnold,D,n/a,Right Full Back,Liverpool,LIV,19.0,25 years 321 days,England,284.0
2017/18,289224.0,Joe Hart,Joe,Hart,G,1.0,Goalkeeper,n/a,n/a,19.0,37 years 126 days,England,284.0
2017/18,346989.0,Vicente Iborra,Vicente,Iborra,M,8.0,Midfielder,n/a,n/a,19.0,36 years 220 days,Spain,284.0
2017/18,343414.0,Elias Kachunga,Elias,Kachunga,F,10.0,Centre Striker,n/a,n/a,19.0,32 years 123 days,DR Congo,284.0
2017/18,327268.0,Loris Karius,Loris,Karius,G,18.0,Goalkeeper,Liverpool,LIV,19.0,31 years 62 days,Germany,284.0
2017/18,162028.0,Beram Kayal,Beram,Kayal,M,21.0,Centre Defensive Midfielder,n/a,n/a,19.0,36 years 113 days,Israel,284.0
2017/18,268846.0,Jonjoe Kenny,Jonjoe,Kenny,D,16.0,Right Full Back,n/a,n/a,19.0,27 years 161 days,England,284.0
2017/18,135939.0,Ragnar Klavan,Ragnar,Klavan,D,15.0,Left/Centre Central Defender,n/a,n/a,19.0,38 years 298 days,Estonia,284.0
2017/18,162448.0,Simon Mignolet,Simon,Mignolet,G,22.0,Goalkeeper,n/a,n/a,19.0,36 years 170 days,Belgium,284.0
2017/18,315859.0,Mamadou Sakho,Mamadou,Sakho,D,75.0,Centre Central Defender,n/a,n/a,19.0,34 years 192 days,France,284.0
2017/18,101878.0,Adrián,Adrián,San Miguel del Castillo,G,13.0,Goalkeeper,n/a,n/a,19.0,37 years 233 days,Spain,284.0
2017/18,14289.0,Junior Stanislas,Junior,Stanislas,M,19.0,Left/Right Winger,n/a,n/a,19.0,34 years 271 days,England,284.0
2017/18,128164.0,Joel Ward,Joel,Ward,D,n/a,Defender,n/a,n/a,19.0,34 years 299 days,England,284.0
2017/18,336080.0,Ashley Westwood,Ashley,Westwood,M,8.0,Centre Central Midfielder,n/a,n/a,19.0,34 years 144 days,England,284.0
2017/18,360799.0,Scott Arfield,Scott,Arfield,M,37.0,Midfielder,n/a,n/a,18.0,35 years 296 days,Canada,298.0
2017/18,35190.0,Alex McCarthy,Alex,McCarthy,G,13.0,Goalkeeper,Southampton,SOU,18.0,34 years 264 days,England,298.0
2017/18,163393.0,Luciano Narsingh,Luciano,Narsingh,F,7.0,Left/Right Winger,Swansea City,SWA,18.0,33 years 345 days,Netherlands,298.0
2017/18,31291.0,John Stones,John,Stones,D,5.0,Centre Central Defender,Manchester City,MCI,18.0,30 years 87 days,England,298.0
2017/18,337562.0,Victor Wanyama,Victor,Wanyama,M,2.0,Centre Defensive Midfielder,n/a,n/a,18.0,33 years 59 days,Kenya,298.0
2017/18,313922.0,Benik Afobe,Benik,Afobe,F,7.0,Centre Striker,n/a,n/a,17.0,31 years 193 days,DR Congo,303.0
2017/18,356787.0,Sèrge Aurier,Sèrge,Aurier,D,92.0,Right Full Back,n/a,n/a,17.0,31 years 243 days,Cote D’Ivoire,303.0
2017/18,288590.0,Scott Dann,Scott,Dann,D,6.0,Centre Central Defender,n/a,n/a,17.0,37 years 191 days,England,303.0
2017/18,262223.0,Vincent Kompany,Vincent,Kompany,D,4.0,Defender,n/a,n/a,17.0,38 years 135 days,Belgium,303.0
2017/18,44159.0,Victor Lindelöf,Victor,Lindelöf,D,n/a,Centre Central Defender,Manchester United,MUN,17.0,30 years 37 days,Sweden,303.0
2017/18,305212.0,Bruno Martins Indi,Bruno,Martins Indi,D,4.0,Defender,n/a,n/a,17.0,32 years 197 days,Netherlands,303.0
2017/18,268500.0,Winston Reid,Winston,Reid,D,23.0,Centre Central Defender,n/a,n/a,17.0,36 years 51 days,New Zealand,303.0
2017/18,347403.0,Kevin Wimmer,Kevin,Wimmer,D,6.0,Defender,n/a,n/a,17.0,31 years 282 days,Austria,303.0
2017/18,160732.0,Philip Billing,Philip,Billing,M,29.0,Centre Defensive Midfielder,n/a,n/a,16.0,28 years 73 days,Denmark,311.0
2017/18,354169.0,Yannick Bolasie,Yannick,Bolasie,F,17.0,Left/Right Winger,n/a,n/a,16.0,35 years 91 days,DR Congo,311.0
2017/18,327316.0,Andy Carroll,Andy,Carroll,F,9.0,Centre Striker,n/a,n/a,16.0,35 years 230 days,England,311.0
2017/18,328883.0,Robert Elliot,Robert,Elliot,G,37.0,Goalkeeper,n/a,n/a,16.0,38 years 115 days,Ireland,311.0
2017/18,6727.0,Marouane Fellaini,Marouane,Fellaini,M,27.0,Centre Attacking Midfielder,n/a,n/a,16.0,36 years 275 days,Belgium,311.0
2017/18,356004.0,Tomer Hemed,Tomer,Hemed,F,29.0,Forward,n/a,n/a,16.0,37 years 113 days,Israel,311.0
2017/18,296173.0,Fernando Llorente,Fernando,Llorente,F,12.0,Centre Striker,n/a,n/a,16.0,39 years 179 days,Spain,311.0
2017/18,335966.0,Kevin Long,Kevin,Long,D,26.0,Centre Central Defender,n/a,n/a,16.0,34 years 5 days,Ireland,311.0
2017/18,160330.0,Alberto Moreno,Alberto,Moreno,D,18.0,Left Full Back,n/a,n/a,16.0,32 years 49 days,Spain,311.0
2017/18,154249.0,Bakary Sako,Bakary,Sako,M,26.0,Left/Right Winger,n/a,n/a,16.0,36 years 119 days,Mali,311.0
2017/18,356779.0,Islam Slimani,Islam,Slimani,F,13.0,Forward,n/a,n/a,16.0,36 years 66 days,Algeria,311.0
2017/18,340927.0,Harry Winks,Harry,Winks,M,8.0,Centre Central Midfielder,n/a,n/a,16.0,28 years 203 days,England,311.0
2017/18,138635.0,Claudio Yacob,Claudio,Yacob,M,24.0,Centre Defensive Midfielder,West Bromwich Albion,WBA,16.0,37 years 36 days,Argentina,311.0
2017/18,181809.0,Moritz Bauer,Moritz,Bauer,D,2.0,Right Full Back,n/a,n/a,15.0,32 years 211 days,Austria,324.0
2017/18,288846.0,Saido Berahino,Saido,Berahino,F,24.0,Centre Striker,n/a,n/a,15.0,31 years 19 days,Burundi,324.0
2017/18,53058.0,Wilfried Bony,Wilfried,Bony,F,2.0,Centre Striker,Swansea City,SWA,15.0,35 years 257 days,Cote D’Ivoire,324.0
2017/18,315651.0,Robert Brady,Robert,Brady,M,11.0,Left Winger,n/a,n/a,15.0,32 years 222 days,Ireland,324.0
2017/18,346831.0,Oliver Burke,Oliver,Burke,F,45.0,Centre Striker,n/a,n/a,15.0,27 years 138 days,Scotland,324.0
2017/18,357711.0,Mason Holgate,Mason,Holgate,D,5.0,Defender,n/a,n/a,15.0,27 years 306 days,England,324.0
2017/18,288559.0,Will Hughes,Will,Hughes,M,19.0,Centre Central Midfielder,n/a,n/a,15.0,29 years 128 days,England,324.0
2017/18,258324.0,Orestis Karnezis,Orestis,Karnezis,G,1.0,Goalkeeper,n/a,n/a,15.0,39 years 43 days,Greece,324.0
2017/18,337757.0,Martin Kelly,Martin,Kelly,D,34.0,Right Full Back,n/a,n/a,15.0,34 years 118 days,England,324.0
2017/18,344429.0,Ainsley Maitland-Niles,Ainsley,Maitland-Niles,M,98.0,Centre/Right Wing Back,n/a,n/a,15.0,26 years 360 days,England,324.0
2017/18,292408.0,Stefano Okaka,Stefano,Okaka,F,77.0,Centre Striker,n/a,n/a,15.0,35 years 14 days,Italy,324.0
2017/18,6161.0,Wayne Routledge,Wayne,Routledge,M,15.0,Right Winger,Swansea City,SWA,15.0,39 years 229 days,England,324.0
2017/18,163694.0,Daniel Sturridge,Daniel,Sturridge,F,19.0,Centre Striker,n/a,n/a,15.0,34 years 357 days,England,324.0
2017/18,319009.0,Toby Alderweireld,Toby,Alderweireld,D,23.0,Defender,n/a,n/a,14.0,35 years 174 days,Belgium,337.0
2017/18,312585.0,Philippe Coutinho,Philippe,Coutinho Correia,M,23.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,14.0,32 years 72 days,Brazil,337.0
2017/18,320646.0,Fousseni Diabaté,Fousseni,Diabaté,M,18.0,Right Winger,n/a,n/a,14.0,28 years 310 days,Mali,337.0
2017/18,304775.0,Edimilson Fernandes,Edimilson,Fernandes,M,11.0,Centre Central Midfielder,n/a,n/a,14.0,28 years 130 days,Switzerland,337.0
2017/18,356585.0,Alex Pritchard,Alex,Pritchard,M,29.0,Centre Attacking Midfielder,Huddersfield Town,HUD,14.0,31 years 112 days,England,337.0
2017/18,129435.0,Diafra Sakho,Diafra,Sakho,F,25.0,Centre Striker,n/a,n/a,14.0,34 years 243 days,Senegal,337.0
2017/18,126920.0,Markus Suttner,Markus,Suttner,D,29.0,Left Full Back,n/a,n/a,14.0,37 years 129 days,Austria,337.0
2017/18,361060.0,Cenk Tosun,Cenk,Tosun,F,23.0,Centre Striker,n/a,n/a,14.0,33 years 77 days,Turkey,337.0
2017/18,168961.0,Leonardo Ulloa,Leonardo,Ulloa,F,9.0,Centre Striker,n/a,n/a,14.0,38 years 28 days,Argentina,337.0
2017/18,348195.0,Harry Arter,Harry,Arter,M,n/a,Midfielder,n/a,n/a,13.0,34 years 239 days,Ireland,346.0
2017/18,345706.0,Pierre-Emerick Aubameyang,Pierre-Emerick,Aubameyang,F,10.0,Striker,n/a,n/a,13.0,35 years 66 days,Gabon,346.0
2017/18,18272.0,Eric Bailly,Eric,Bailly,D,4.0,Centre Central Defender,n/a,n/a,13.0,30 years 133 days,Cote D’Ivoire,346.0
2017/18,335366.0,Phil Bardsley,Phil,Bardsley,D,27.0,Right Full Back,Burnley,BUR,13.0,39 years 56 days,Scotland,346.0
2017/18,277654.0,Isaiah Brown,Isaiah,Brown,M,20.0,Centre Central Midfielder,n/a,n/a,13.0,27 years 229 days,England,346.0
2017/18,145119.0,James Collins,James,Collins,D,39.0,Centre Central Defender,n/a,n/a,13.0,41 years,Wales,346.0
2017/18,163773.0,Mohamed Elneny,Mohamed Naser,Elsayed Elneny,M,15.0,Centre Defensive Midfielder,n/a,n/a,13.0,32 years 43 days,Egypt,346.0
2017/18,280528.0,Matty James,Matty,James,M,6.0,Centre Central Midfielder,n/a,n/a,13.0,33 years 32 days,England,346.0
2017/18,359129.0,Terence Kongolo,Terence,Kongolo,D,15.0,Central Defender,n/a,n/a,13.0,30 years 191 days,Netherlands,346.0
2017/18,43231.0,Scott McTominay,Scott,McTominay,M,39.0,Centre Attacking Midfielder,n/a,n/a,13.0,27 years 259 days,Scotland,346.0
2017/18,288547.0,João Mário,João Mário,Naval da Costa Eduardo,M,20.0,Central Midfielder,n/a,n/a,13.0,31 years 217 days,Portugal,346.0
2017/18,358105.0,Badou Ndiaye,Badou,Ndiaye,M,5.0,Centre Defensive Midfielder,n/a,n/a,13.0,33 years 301 days,Senegal,346.0
2017/18,325677.0,Kenedy,Robert Kenedy,Nunes do Nascimento,M,24.0,Left/Right Winger,Chelsea,CHE,13.0,28 years 197 days,Brazil,346.0
2017/18,338613.0,Jesé,Jesé,Rodríguez Ruiz,F,99.0,Striker,n/a,n/a,13.0,31 years 179 days,Spain,346.0
2017/18,359639.0,Michy Batshuayi,Michy,Batshuayi,F,44.0,Left/Centre Striker,Chelsea,CHE,12.0,30 years 326 days,Belgium,360.0
2017/18,20252.0,Miguel Britos,Miguel,Britos,D,3.0,Left/Centre Central Defender,n/a,n/a,12.0,39 years 37 days,Uruguay,360.0
2017/18,360824.0,Calum Chambers,Calum,Chambers,D,12.0,Defender,n/a,n/a,12.0,29 years 216 days,England,360.0
2017/18,94007.0,Séamus Coleman,Séamus,Coleman,D,n/a,Right Full Back,Everton,EVE,12.0,35 years 317 days,Ireland,360.0
2017/18,291459.0,Danny Drinkwater,Danny,Drinkwater,M,15.0,Midfielder,n/a,n/a,12.0,34 years 171 days,England,360.0
