Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Dispossessed,Age,Nationality,Rank
2017/18,131779.0,Riyad Mahrez,Riyad,Mahrez,F,26.0,Left/Right Winger,n/a,n/a,64.0,33 years 184 days,Algeria,16.0
2017/18,184687.0,Leroy Sané,Leroy,Sané,F,10.0,Left/Centre/Right Winger,n/a,n/a,64.0,28 years 225 days,Germany,16.0
2017/18,361244.0,Álvaro Morata,Álvaro,Morata,F,7.0,Centre Striker,n/a,n/a,62.0,31 years 305 days,Spain,18.0
2017/18,95187.0,Jay Rodriguez,Jay,Rodriguez,F,9.0,Left/Centre/Right Second Striker,West Bromwich Albion,WBA,62.0,35 years 25 days,England,18.0
2017/18,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,60.0,33 years 56 days,Belgium,20.0
2017/18,344721.0,Harry Kane,Harry,Kane,F,9.0,Striker,n/a,n/a,60.0,31 years 26 days,England,20.0
2017/18,360870.0,Steve Mounié,Steve,Mounié,F,15.0,Centre Striker,n/a,n/a,59.0,29 years 329 days,Benin,22.0
2017/18,317508.0,Raheem Sterling,Raheem,Sterling,F,7.0,Left/Centre/Right Second Striker,n/a,n/a,59.0,29 years 259 days,England,22.0
2017/18,320028.0,Aaron Mooy,Aaron,Mooy,M,13.0,Centre Central Midfielder,n/a,n/a,57.0,33 years 343 days,Australia,24.0
2017/18,172398.0,Wayne Rooney,Wayne,Rooney,F,32.0,Centre Second Striker,n/a,n/a,57.0,38 years 304 days,England,24.0
2017/18,289343.0,Xherdan Shaqiri,Xherdan,Shaqiri,M,29.0,Left/Right Winger,Stoke City,STK,57.0,32 years 318 days,Switzerland,24.0
2017/18,20239.0,Son Heung-Min,Heung-Min,Son,F,7.0,Left/Centre/Right Winger,Tottenham Hotspur,TOT,57.0,32 years 46 days,South Korea,24.0
2017/18,339427.0,Rajiv van La Parra,Rajiv,van La Parra,M,27.0,Midfielder,n/a,n/a,57.0,33 years 80 days,Netherlands,24.0
2017/18,259020.0,Eric Choupo-Moting,Eric,Choupo-Moting,F,13.0,Left/Centre/Right Striker,n/a,n/a,55.0,35 years 153 days,Cameroon,29.0
2017/18,301809.0,Anthony Martial,Anthony,Martial,F,22.0,Left/Centre/Right Striker,n/a,n/a,55.0,28 years 262 days,France,29.0
2017/18,289629.0,Tammy Abraham,Tammy,Abraham,F,9.0,Centre Striker,Swansea City,SWA,51.0,26 years 326 days,England,31.0
2017/18,280778.0,Jordon Ibe,Jordon,Ibe,F,n/a,Left/Right Wing Back,n/a,n/a,50.0,28 years 259 days,England,32.0
2017/18,112119.0,Alexandre Lacazette,Alexandre,Lacazette,F,10.0,Centre Striker,Arsenal,ARS,50.0,33 years 87 days,France,32.0
2017/18,341253.0,Ruben Loftus-Cheek,Ruben,Loftus-Cheek,M,8.0,Centre Central Midfielder,n/a,n/a,48.0,28 years 213 days,England,34.0
2017/18,347054.0,Romelu Lukaku,Romelu,Lukaku,F,90.0,Centre Striker,n/a,n/a,48.0,31 years 102 days,Belgium,34.0
2017/18,343482.0,Sadio Mané,Sadio,Mané,F,10.0,Left/Right Second Striker,n/a,n/a,48.0,32 years 135 days,Senegal,34.0
2017/18,348087.0,Manuel Lanzini,Manuel,Lanzini,M,10.0,Attacking Midfielder,n/a,n/a,47.0,31 years 190 days,Argentina,37.0
2017/18,219427.0,Callum Wilson,Callum,Wilson,F,9.0,Centre Striker,n/a,n/a,47.0,32 years 178 days,England,37.0
2017/18,222694.0,Abdoulaye Doucouré,Abdoulaye,Doucouré,M,16.0,Centre Central Midfielder,n/a,n/a,46.0,31 years 235 days,Mali,39.0
2017/18,340758.0,Ashley Barnes,Ashley,Barnes,F,10.0,Centre Striker,n/a,n/a,44.0,34 years 298 days,England,40.0
2017/18,49709.0,Jack Cork,Jack,Cork,M,4.0,Centre Central Midfielder,Burnley,BUR,44.0,35 years 59 days,England,40.0
2017/18,30985.0,Jóhann Gudmundsson,Jóhann,Gudmundsson,F,7.0,Left Winger,Burnley,BUR,44.0,33 years 301 days,Iceland,40.0
2017/18,362188.0,Matt Phillips,Matt,Phillips,M,10.0,Left/Right Winger,West Bromwich Albion,WBA,44.0,33 years 163 days,Scotland,40.0
2017/18,277441.0,Sergio Agüero,Sergio,Agüero,F,19.0,Centre Striker,n/a,n/a,43.0,36 years 82 days,Argentina,44.0
2017/18,32140.0,Solly March,Solly,March,M,7.0,Left/Centre/Right Attacking Midfielder,Brighton & Hove Albion,BHA,43.0,30 years 34 days,England,44.0
2017/18,52229.0,James McArthur,James,McArthur,M,n/a,Central Midfielder,n/a,n/a,43.0,36 years 321 days,Scotland,44.0
2017/18,42220.0,Wilfred Ndidi,Wilfred,Ndidi,M,6.0,Centre Central Midfielder,Leicester City,LEI,43.0,27 years 251 days,Nigeria,44.0
2017/18,342564.0,Nathan Redmond,Nathan,Redmond,M,15.0,Left/Right Winger,Southampton,SOU,43.0,30 years 170 days,England,44.0
2017/18,327643.0,Michail Antonio,Michail,Antonio,F,n/a,Centre Striker,West Ham United,WHU,42.0,34 years 148 days,Jamaica,49.0
2017/18,362030.0,Marko Arnautovic,Marko,Arnautovic,F,8.0,Centre Striker,n/a,n/a,42.0,35 years 126 days,Austria,49.0
2017/18,353926.0,André Ayew,André,Ayew,F,28.0,Forward,Swansea City,SWA,42.0,34 years 250 days,Ghana,49.0
2017/18,336617.0,André Carrillo,André,Carrillo,M,19.0,Left/Right Attacking Midfielder,n/a,n/a,42.0,33 years 70 days,Peru,49.0
2017/18,347737.0,N'Golo Kanté,N'Golo,Kanté,M,7.0,Centre Central Midfielder,n/a,n/a,42.0,33 years 147 days,France,49.0
2017/18,314973.0,Henrikh Mkhitaryan,Henrikh,Mkhitaryan,M,22.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,42.0,35 years 215 days,Armenia,49.0
2017/18,133548.0,Sofiane Boufal,Sofiane,Boufal,M,19.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,41.0,30 years 341 days,Morocco,55.0
2017/18,309578.0,Mohamed Diamé,Mohamed,Diamé,M,21.0,Centre Defensive Midfielder,n/a,n/a,41.0,37 years 70 days,Senegal,55.0
2017/18,41062.0,Dominic Calvert-Lewin,Dominic,Calvert-Lewin,F,9.0,Centre Striker,Everton,EVE,40.0,27 years 160 days,England,57.0
2017/18,172304.0,Paul Pogba,Paul,Pogba,M,10.0,Centre Central Midfielder,n/a,n/a,40.0,31 years 161 days,France,57.0
2017/18,294324.0,Lewis Cook,Lewis,Cook,M,n/a,Midfielder,Bournemouth,BOU,39.0,27 years 202 days,England,59.0
2017/18,345098.0,Tom Davies,Tom,Davies,M,22.0,Midfielder,n/a,n/a,39.0,26 years 54 days,England,59.0
2017/18,25727.0,Laurent Depoitre,Laurent,Depoitre,F,29.0,Centre Striker,Huddersfield Town,HUD,39.0,35 years 260 days,Belgium,59.0
2017/18,337842.0,Marc Albrighton,Marc,Albrighton,M,22.0,Left/Right Winger,n/a,n/a,38.0,34 years 279 days,England,62.0
2017/18,270861.0,Christian Atsu,Christian,Atsu,M,n/a,Midfielder,n/a,n/a,38.0,32 years 226 days,Ghana,62.0
2017/18,362163.0,Pascal Groß,Pascal,Groß,M,13.0,Centre Central Midfielder,n/a,n/a,38.0,33 years 69 days,Germany,62.0
2017/18,319890.0,Chicharito,Javier,Hernández Balcázar,F,14.0,Centre Striker,n/a,n/a,38.0,36 years 83 days,Mexico,62.0
2017/18,341051.0,Arthur Masuaku,Arthur,Masuaku,D,26.0,Left Full Back,n/a,n/a,37.0,30 years 290 days,DR Congo,66.0
2017/18,342076.0,Aaron Ramsey,Aaron,Ramsey,M,10.0,Centre Central Midfielder,n/a,n/a,37.0,33 years 241 days,Wales,66.0
2017/18,322321.0,Georginio Wijnaldum,Georginio,Wijnaldum,M,25.0,Centre Attacking Midfielder,n/a,n/a,36.0,33 years 286 days,Netherlands,68.0
2017/18,268503.0,Glenn Murray,Glenn,Murray,F,25.0,Centre Striker,n/a,n/a,35.0,40 years 333 days,England,69.0
2017/18,340567.0,Chris Wood,Chris,Wood,F,11.0,Centre Striker,n/a,n/a,35.0,32 years 260 days,New Zealand,69.0
2017/18,325467.0,Willian,Willian,Borges da Silva,F,20.0,Left/Centre/Right Winger,n/a,n/a,34.0,36 years 14 days,Brazil,71.0
2017/18,160625.0,Mousa Dembélé,Mousa,Dembélé,M,8.0,Central Midfielder,n/a,n/a,34.0,37 years 38 days,Belgium,71.0
2017/18,346860.0,Jeff Hendrick,Jeff,Hendrick,M,22.0,Centre Central Midfielder,n/a,n/a,34.0,32 years 205 days,Ireland,71.0
2017/18,132041.0,Mikel Merino,Mikel,Merino,M,8.0,Centre Central Midfielder,n/a,n/a,34.0,28 years 62 days,Spain,71.0
2017/18,159847.0,Collin Quaner,Collin,Quaner,F,23.0,Centre Striker,n/a,n/a,34.0,33 years 66 days,Germany,71.0
2017/18,256645.0,Mame Diouf,Mame,Diouf,F,92.0,Centre Striker,n/a,n/a,33.0,36 years 251 days,Senegal,76.0
2017/18,281575.0,Roberto Pereyra,Roberto,Pereyra,M,37.0,Centre Attacking Midfielder,n/a,n/a,33.0,33 years 229 days,Argentina,76.0
2017/18,322315.0,Christian Benteke,Christian,Benteke,F,20.0,Forward,n/a,n/a,32.0,33 years 264 days,Belgium,78.0
2017/18,263465.0,Idrissa Gueye,Idrissa,Gueye,M,27.0,Centre Defensive Midfielder,n/a,n/a,32.0,34 years 332 days,Senegal,78.0
2017/18,288361.0,Aaron Lennon,Aaron,Lennon,M,17.0,Right Winger,n/a,n/a,32.0,37 years 129 days,England,78.0
2017/18,324745.0,Mesut Özil,Mesut,Özil,M,10.0,Centre Attacking Midfielder,n/a,n/a,32.0,35 years 313 days,Germany,78.0
2017/18,342164.0,Héctor Bellerín,Héctor,Bellerín,D,2.0,Right Full Back,n/a,n/a,31.0,29 years 157 days,Spain,82.0
2017/18,353568.0,Dan Gosling,Dan,Gosling,M,32.0,Midfielder,n/a,n/a,31.0,34 years 204 days,England,82.0
2017/18,340668.0,Tom Ince,Tom,Ince,M,7.0,Left/Right Winger,n/a,n/a,31.0,32 years 206 days,England,82.0
2017/18,346851.0,Alex Iwobi,Alex,Iwobi,F,17.0,Left/Centre/Right Second Striker,n/a,n/a,31.0,28 years 112 days,Nigeria,82.0
2017/18,336342.0,Mario Lemina,Mario,Lemina,M,5.0,Centre Central Midfielder,n/a,n/a,31.0,30 years 357 days,Gabon,82.0
2017/18,356468.0,Nemanja Matic,Nemanja,Matic,M,31.0,Centre Defensive Midfielder,n/a,n/a,31.0,36 years 22 days,Serbia,82.0
2017/18,19620.0,Marcus Rashford,Marcus,Rashford,F,10.0,Left/Centre Second Striker,Manchester United,MUN,31.0,26 years 297 days,England,82.0
2017/18,343414.0,Elias Kachunga,Elias,Kachunga,F,10.0,Centre Striker,n/a,n/a,30.0,32 years 123 days,DR Congo,89.0
2017/18,347968.0,Anthony Knockaert,Anthony,Knockaert,M,93.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,30.0,32 years 277 days,France,89.0
2017/18,96938.0,Shane Long,Shane,Long,F,7.0,Centre Striker,Southampton,SOU,30.0,37 years 214 days,Ireland,89.0
2017/18,323682.0,Shinji Okazaki,Shinji,Okazaki,F,30.0,Forward,n/a,n/a,30.0,38 years 129 days,Japan,89.0
2017/18,96853.0,Matt Ritchie,Matt,Ritchie,M,30.0,Left/Right Wing Back,n/a,n/a,30.0,34 years 348 days,Scotland,89.0
2017/18,42727.0,Jeffrey Schlupp,Jeffrey,Schlupp,M,15.0,Left Winger,Crystal Palace,CRY,30.0,31 years 244 days,Ghana,89.0
2017/18,163664.0,Yohan Cabaye,Yohan,Cabaye,M,29.0,Centre Central Midfielder,n/a,n/a,29.0,38 years 222 days,France,95.0
2017/18,19449.0,Nathan Dyer,Nathan,Dyer,M,24.0,Right Winger,n/a,n/a,29.0,36 years 268 days,England,95.0
2017/18,282268.0,Demarai Gray,Demarai,Gray,F,11.0,Left/Right Winger,n/a,n/a,29.0,28 years 56 days,Jamaica,95.0
2017/18,323012.0,Cheikhou Kouyaté,Cheikhou,Kouyaté,M,8.0,Centre Defensive Midfielder,n/a,n/a,29.0,34 years 246 days,Senegal,95.0
2017/18,162005.0,Jacob Murphy,Jacob,Murphy,M,14.0,Left/Right Winger,n/a,n/a,29.0,29 years 181 days,England,95.0
2017/18,189086.0,David Silva,David,Silva,M,21.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,29.0,38 years 228 days,Spain,95.0
2017/18,345118.0,Troy Deeney,Troy,Deeney,F,14.0,Centre Striker,n/a,n/a,28.0,36 years 55 days,England,101.0
2017/18,343669.0,James McClean,James,McClean,M,7.0,Left Winger,West Bromwich Albion,WBA,28.0,35 years 123 days,Ireland,101.0
2017/18,345067.0,Alex Oxlade-Chamberlain,Alex,Oxlade-Chamberlain,M,15.0,Central Midfielder,Arsenal,ARS,28.0,31 years 8 days,England,101.0
2017/18,35863.0,Hal Robson-Kanu,Hal,Robson-Kanu,F,4.0,Left/Centre/Right Second Striker,West Bromwich Albion,WBA,28.0,35 years 94 days,Wales,101.0
2017/18,353667.0,Tiémoué Bakayoko,Tiémoué,Bakayoko,M,14.0,Centre Defensive Midfielder,n/a,n/a,27.0,30 years 6 days,France,105.0
2017/18,342631.0,Jake Livermore,Jake,Livermore,M,8.0,Centre Defensive Midfielder,West Bromwich Albion,WBA,27.0,34 years 283 days,England,105.0
2017/18,41422.0,Kyle Naughton,Kyle,Naughton,D,26.0,Right Full Back,Swansea City,SWA,27.0,35 years 280 days,England,105.0
2017/18,312585.0,Philippe Coutinho,Philippe,Coutinho Correia,M,23.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,26.0,32 years 72 days,Brazil,108.0
2017/18,315355.0,Gabriel Jesus,Gabriel Fernando,de Jesus,F,9.0,Second Striker,n/a,n/a,26.0,27 years 142 days,Brazil,108.0
2017/18,44030.0,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,M,20.0,Left/Centre Attacking Midfielder,Manchester City,MCI,26.0,30 years 13 days,Portugal,108.0
2017/18,289029.0,Martin Olsson,Martin,Olsson,D,13.0,Defender,Swansea City,SWA,26.0,36 years 98 days,Sweden,108.0
2017/18,289288.0,Pedro,Pedro,Rodríguez Ledesma,F,9.0,Left/Right Winger,n/a,n/a,26.0,37 years 26 days,Spain,108.0
2017/18,354169.0,Yannick Bolasie,Yannick,Bolasie,F,17.0,Left/Right Winger,n/a,n/a,25.0,35 years 91 days,DR Congo,113.0
2017/18,362438.0,Renato Sanches,Renato Júnior,Luz Sanches,M,85.0,Centre Central Midfielder,Swansea City,SWA,25.0,27 years 5 days,Portugal,113.0
2017/18,52240.0,Gylfi Sigurdsson,Gylfi,Sigurdsson,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,25.0,34 years 350 days,Iceland,113.0
2017/18,259569.0,Danny Welbeck,Danny,Welbeck,F,18.0,Centre Striker,n/a,n/a,25.0,33 years 271 days,England,113.0
2017/18,267645.0,Jack Wilshere,Jack,Wilshere,M,11.0,Centre Central Midfielder,n/a,n/a,25.0,32 years 235 days,England,113.0
2017/18,325869.0,Marcos Alonso,Marcos,Alonso,D,17.0,Left Full Back,n/a,n/a,24.0,33 years 239 days,Spain,118.0
2017/18,153033.0,Cesc Fàbregas,Cesc,Fàbregas,M,4.0,Centre Central Midfielder,n/a,n/a,24.0,37 years 111 days,Spain,118.0
2017/18,357618.0,Dwight Gayle,Dwight,Gayle,F,25.0,Centre Striker,Newcastle United,NEW,24.0,34 years 311 days,England,118.0
2017/18,361468.0,Pierre-Emile Højbjerg,Pierre-Emile,Højbjerg,M,23.0,Centre Defensive Midfielder,n/a,n/a,24.0,29 years 18 days,Denmark,118.0
2017/18,7748.0,Luka Milivojevic,Luka,Milivojevic,M,4.0,Centre Central Midfielder,n/a,n/a,24.0,33 years 138 days,Serbia,118.0
2017/18,339410.0,Oumar Niasse,Oumar,Niasse,F,18.0,Centre Striker,n/a,n/a,24.0,34 years 127 days,Senegal,118.0
2017/18,356585.0,Alex Pritchard,Alex,Pritchard,M,29.0,Centre Attacking Midfielder,Huddersfield Town,HUD,24.0,31 years 112 days,England,118.0
2017/18,288974.0,Andre Gray,Andre,Gray,F,19.0,Centre Striker,n/a,n/a,23.0,33 years 58 days,Jamaica,125.0
2017/18,356746.0,Isaac Hayden,Isaac,Hayden,M,14.0,Midfielder,Newcastle United,NEW,23.0,29 years 154 days,England,125.0
2017/18,114730.0,Davy Pröpper,Davy,Pröpper,M,14.0,Centre Central Midfielder,n/a,n/a,23.0,32 years 356 days,Netherlands,125.0
2017/18,277556.0,Theo Walcott,Theo,Walcott,F,32.0,Right Winger,Arsenal,ARS,23.0,35 years 160 days,England,125.0
2017/18,348181.0,Sam Clucas,Sam,Clucas,M,8.0,Left/Centre Central Midfielder,n/a,n/a,22.0,33 years 333 days,England,129.0
2017/18,154344.0,Peter Crouch,Peter,Crouch,F,15.0,Centre Striker,n/a,n/a,22.0,43 years 206 days,England,129.0
2017/18,269592.0,José Holebas,José,Holebas,D,25.0,Defender,n/a,n/a,22.0,40 years 57 days,Greece,129.0
2017/18,288559.0,Will Hughes,Will,Hughes,M,19.0,Centre Central Midfielder,n/a,n/a,22.0,29 years 128 days,England,129.0
2017/18,17457.0,José Izquierdo,José,Izquierdo,F,21.0,Left Winger,n/a,n/a,22.0,32 years 47 days,Colombia,129.0
2017/18,4029.0,Mark Noble,Mark,Noble,M,16.0,Centre Central Midfielder,n/a,n/a,22.0,37 years 107 days,England,129.0
2017/18,292408.0,Stefano Okaka,Stefano,Okaka,F,77.0,Centre Striker,n/a,n/a,22.0,35 years 14 days,Italy,129.0
2017/18,337933.0,Cédric Soares,Cédric Ricardo,Alves Soares,D,12.0,Right Full Back,n/a,n/a,21.0,32 years 358 days,Portugal,136.0
2017/18,281358.0,Ryan Bertrand,Ryan,Bertrand,D,5.0,Left Full Back,n/a,n/a,21.0,35 years 18 days,England,136.0
2017/18,361534.0,Tom Carroll,Tom,Carroll,M,28.0,Midfielder,n/a,n/a,21.0,32 years 87 days,England,136.0
2017/18,340458.0,James Milner,James,Milner,M,6.0,Left/Centre/Right Central Midfielder,n/a,n/a,21.0,38 years 232 days,England,136.0
2017/18,129748.0,Ramadan Sobhi,Ramadan Sobhi Ramadan,Ahmed,M,14.0,Winger,n/a,n/a,20.0,27 years 213 days,Egypt,140.0
2017/18,315651.0,Robert Brady,Robert,Brady,M,11.0,Left Winger,n/a,n/a,20.0,32 years 222 days,Ireland,140.0
2017/18,14131.0,Aaron Cresswell,Aaron,Cresswell,D,3.0,Left Full Back,West Ham United,WHU,20.0,34 years 252 days,England,140.0
2017/18,333978.0,Leroy Fer,Leroy,Fer,M,8.0,Centre Central Midfielder,Swansea City,SWA,20.0,34 years 231 days,Netherlands,140.0
2017/18,363187.0,Ilkay Gündogan,Ilkay,Gündogan,M,19.0,Centre Central Midfielder,n/a,n/a,20.0,33 years 304 days,Germany,140.0
2017/18,306840.0,Grzegorz Krychowiak,Grzegorz,Krychowiak,M,16.0,Midfielder,West Bromwich Albion,WBA,20.0,34 years 207 days,Poland,140.0
2017/18,289436.0,Victor Moses,Victor,Moses,M,8.0,Midfielder,n/a,n/a,20.0,33 years 255 days,Nigeria,140.0
2017/18,325677.0,Kenedy,Robert Kenedy,Nunes do Nascimento,M,24.0,Left/Right Winger,Chelsea,CHE,20.0,28 years 197 days,Brazil,140.0
2017/18,302679.0,Allan Nyom,Allan,Nyom,D,2.0,Right Full Back,n/a,n/a,20.0,36 years 105 days,Cameroon,140.0
2017/18,6723.0,Fernandinho,Fernando Luiz,Rosa,M,25.0,Centre Defensive Midfielder,n/a,n/a,20.0,39 years 111 days,Brazil,140.0
2017/18,344329.0,Granit Xhaka,Granit,Xhaka,M,34.0,Central Midfielder,n/a,n/a,20.0,31 years 331 days,Switzerland,140.0
2017/18,97353.0,Charlie Austin,Charlie,Austin,F,32.0,Centre Striker,n/a,n/a,19.0,35 years 49 days,England,151.0
2017/18,283441.0,Érik Lamela,Érik,Lamela,M,17.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,19.0,32 years 172 days,Argentina,151.0
2017/18,319734.0,Jesse Lingard,Jesse,Lingard,M,11.0,Left/Centre/Right Attacking Midfielder,Manchester United,MUN,19.0,31 years 252 days,England,151.0
2017/18,354745.0,Juan Mata,Juan,Mata,M,64.0,Midfielder,n/a,n/a,19.0,36 years 117 days,Spain,151.0
2017/18,101226.0,Joselu,José Luis,Mato Sanmartín,F,29.0,Centre Striker,n/a,n/a,19.0,34 years 149 days,Spain,151.0
2017/18,334376.0,Pedro Obiang,Pedro,Mba Obiang Avomo,M,14.0,Centre Central Midfielder,n/a,n/a,19.0,32 years 149 days,Equatorial Guinea,151.0
2017/18,288547.0,João Mário,João Mário,Naval da Costa Eduardo,M,20.0,Central Midfielder,n/a,n/a,19.0,31 years 217 days,Portugal,151.0
2017/18,358105.0,Badou Ndiaye,Badou,Ndiaye,M,5.0,Centre Defensive Midfielder,n/a,n/a,19.0,33 years 301 days,Senegal,151.0
2017/18,327274.0,Erik Pieters,Erik,Pieters,D,15.0,Left Full Back,n/a,n/a,19.0,36 years 16 days,Netherlands,151.0
2017/18,261396.0,Marc Pugh,Marc,Pugh,M,27.0,Left Winger,n/a,n/a,19.0,37 years 143 days,England,151.0
2017/18,357917.0,Jonjo Shelvey,Jonjo,Shelvey,M,6.0,Central Midfielder,Newcastle United,NEW,19.0,32 years 178 days,England,151.0
2017/18,25370.0,Antonio Valencia,Antonio,Valencia,D,25.0,Right Full Back,n/a,n/a,19.0,39 years 19 days,Ecuador,151.0
2017/18,266708.0,Étienne Capoue,Étienne,Capoue,M,6.0,Centre Defensive Midfielder,n/a,n/a,18.0,36 years 43 days,France,163.0
2017/18,325151.0,Ben Chilwell,Ben,Chilwell,D,21.0,Left Full Back,n/a,n/a,18.0,27 years 246 days,England,163.0
2017/18,156961.0,Darren Fletcher,Darren,Fletcher,M,n/a,Centre Central Midfielder,Stoke City,STK,18.0,40 years 204 days,Scotland,163.0
2017/18,346116.0,Ryan Fraser,Ryan,Fraser,M,26.0,Left/Right Winger,n/a,n/a,18.0,30 years 181 days,Scotland,163.0
2017/18,312092.0,Kieran Gibbs,Kieran,Gibbs,D,3.0,Left Full Back,West Bromwich Albion,WBA,18.0,34 years 332 days,England,163.0
2017/18,161345.0,Harry Maguire,Harry,Maguire,D,5.0,Centre Central Defender,n/a,n/a,18.0,31 years 171 days,England,163.0
2017/18,256106.0,Dale Stephens,Dale,Stephens,M,16.0,Centre Central Midfielder,n/a,n/a,18.0,35 years 72 days,England,163.0
2017/18,337920.0,Patrick van Aanholt,Patrick,van Aanholt,D,30.0,Left Full Back,n/a,n/a,18.0,33 years 360 days,Netherlands,163.0
2017/18,50015.0,Kyle Walker,Kyle,Walker,D,2.0,Right Full Back,Manchester City,MCI,18.0,34 years 87 days,England,163.0
2017/18,312091.0,DeAndre Yedlin,DeAndre,Yedlin,D,2.0,Right Full Back,n/a,n/a,18.0,31 years 45 days,United States,163.0
2017/18,341954.0,Ashley Young,Ashley,Young,D,18.0,Defender,n/a,n/a,18.0,39 years 45 days,England,163.0
2017/18,288543.0,Davide Zappacosta,Davide,Zappacosta,D,77.0,Right Full Back,n/a,n/a,18.0,32 years 73 days,Italy,163.0
2017/18,52234.0,Gareth Barry,Gareth,Barry,M,18.0,Centre Central Midfielder,n/a,n/a,17.0,43 years 182 days,England,175.0
2017/18,320646.0,Fousseni Diabaté,Fousseni,Diabaté,M,18.0,Right Winger,n/a,n/a,17.0,28 years 310 days,Mali,175.0
2017/18,359602.0,Eric Dier,Eric,Dier,D,15.0,Centre Central Defender,n/a,n/a,17.0,30 years 221 days,England,175.0
2017/18,11119.0,Jonathan Hogg,Jonathan,Hogg,M,6.0,Centre Central Midfielder,Huddersfield Town,HUD,17.0,35 years 261 days,England,175.0
2017/18,315688.0,Antonio Rüdiger,Antonio,Rüdiger,D,22.0,Centre Central Defender,n/a,n/a,17.0,31 years 173 days,Germany,175.0
2017/18,288560.0,Moussa Sissoko,Moussa,Sissoko,M,17.0,Centre/Right Central Midfielder,n/a,n/a,17.0,35 years 7 days,France,175.0
2017/18,10050.0,Adam Smith,Adam,Smith,D,15.0,Right Full Back,n/a,n/a,17.0,33 years 116 days,England,175.0
2017/18,362647.0,Dominic Solanke,Dominic,Solanke,F,19.0,Striker,n/a,n/a,17.0,26 years 344 days,England,175.0
2017/18,288580.0,Kurt Zouma,Kurt,Zouma,D,4.0,Centre Central Defender,n/a,n/a,17.0,29 years 301 days,France,175.0
2017/18,356787.0,Sèrge Aurier,Sèrge,Aurier,D,92.0,Right Full Back,n/a,n/a,16.0,31 years 243 days,Cote D’Ivoire,184.0
2017/18,53058.0,Wilfried Bony,Wilfried,Bony,F,2.0,Centre Striker,Swansea City,SWA,16.0,35 years 257 days,Cote D’Ivoire,184.0
2017/18,222348.0,Chris Brunt,Chris,Brunt,M,29.0,Left Winger,n/a,n/a,16.0,39 years 253 days,Northern Ireland,184.0
2017/18,44032.0,Tom Cleverley,Tom,Cleverley,M,8.0,Centre Central Midfielder,Watford,WAT,16.0,35 years 11 days,England,184.0
2017/18,287752.0,Charlie Daniels,Charlie,Daniels,D,23.0,Left Full Back,n/a,n/a,16.0,37 years 351 days,England,184.0
2017/18,14111.0,Ben Davies,Ben,Davies,D,33.0,Left Full Back,Tottenham Hotspur,TOT,16.0,31 years 121 days,Wales,184.0
2017/18,126112.0,Steven Davis,Steven,Davis,M,10.0,Centre Central Midfielder,n/a,n/a,16.0,39 years 235 days,Northern Ireland,184.0
2017/18,303240.0,Jermain Defoe,Jermain,Defoe,F,10.0,Centre Striker,n/a,n/a,16.0,41 years 321 days,England,184.0
2017/18,356004.0,Tomer Hemed,Tomer,Hemed,F,29.0,Forward,n/a,n/a,16.0,37 years 113 days,Israel,184.0
2017/18,343543.0,Sead Kolasinac,Sead,Kolasinac,D,23.0,Left Full Back,n/a,n/a,16.0,31 years 64 days,Bosnia & Herzegovina,184.0
2017/18,338506.0,Lys Mousset,Lys,Mousset,F,7.0,Centre Striker,n/a,n/a,16.0,28 years 197 days,France,184.0
2017/18,154374.0,Adrien Silva,Adrien Sebastian,Perruchet Silva,M,15.0,Centre Central Midfielder,n/a,n/a,16.0,35 years 161 days,Portugal,184.0
2017/18,14289.0,Junior Stanislas,Junior,Stanislas,M,19.0,Left/Right Winger,n/a,n/a,16.0,34 years 271 days,England,184.0
2017/18,284068.0,Sam Vokes,Sam,Vokes,F,9.0,Centre Striker,n/a,n/a,16.0,34 years 307 days,Wales,184.0
2017/18,360799.0,Scott Arfield,Scott,Arfield,M,37.0,Midfielder,n/a,n/a,15.0,35 years 296 days,Canada,198.0
2017/18,187029.0,Emre Can,Emre,Can,M,23.0,Centre Central Midfielder,n/a,n/a,15.0,30 years 224 days,Germany,198.0
2017/18,105171.0,Ander Herrera,Ander,Herrera,M,21.0,Centre Central Midfielder,n/a,n/a,15.0,35 years 9 days,Spain,198.0
2017/18,144539.0,Jason Puncheon,Jason,Puncheon,M,42.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,15.0,38 years 66 days,England,198.0
2017/18,338613.0,Jesé,Jesé,Rodríguez Ruiz,F,99.0,Striker,n/a,n/a,15.0,31 years 179 days,Spain,198.0
2017/18,346831.0,Oliver Burke,Oliver,Burke,F,45.0,Centre Striker,n/a,n/a,14.0,27 years 138 days,Scotland,203.0
2017/18,94007.0,Séamus Coleman,Séamus,Coleman,D,n/a,Right Full Back,Everton,EVE,14.0,35 years 317 days,Ireland,203.0
