Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Dispossessed,Age,Nationality,Rank
2024/25,359184.0,Tim Iroegbunam,Tim,Iroegbunam,M,42.0,Centre Central Midfielder,Everton,EVE,5.0,21 years 54 days,England,1.0
2024/25,346333.0,Mohammed Kudus,Mohammed,Kudus,M,14.0,Midfielder,West Ham United,WHU,5.0,24 years 21 days,Ghana,1.0
2024/25,325037.0,Lucas Paquetá,Lucas,Tolentino Coelho de Lima,M,10.0,Centre Attacking Midfielder,West Ham United,WHU,5.0,26 years 362 days,Brazil,1.0
2024/25,360340.0,Bobby De Cordova-Reid,Bobby,De Cordova-Reid,F,14.0,Forward,Leicester City,LEI,4.0,31 years 203 days,Jamaica,4.0
2024/25,302686.0,Luis Díaz,Luis,Díaz,F,7.0,Left/Right Winger,Liverpool,LIV,4.0,27 years 223 days,Colombia,4.0
2024/25,342996.0,Anthony Elanga,Anthony,Elanga,F,21.0,Left Winger,Nottingham Forest,NFO,4.0,22 years 118 days,Sweden,4.0
2024/25,328496.0,Kobbie Mainoo,Kobbie,Mainoo,M,37.0,Centre Central Midfielder,Manchester United,MUN,4.0,19 years 126 days,England,4.0
2024/25,166522.0,Mads Roerslev,Mads,Roerslev,D,30.0,Right Full Back,Brentford,BRE,4.0,25 years 60 days,Denmark,4.0
2024/25,340456.0,Kevin Schade,Kevin,Schade,M,7.0,Left/Right Winger,Brentford,BRE,4.0,22 years 270 days,Germany,4.0
2024/25,255674.0,Diogo Jota,Diogo José,Teixeira da Silva,F,20.0,Left/Centre/Right Striker,Liverpool,LIV,4.0,27 years 263 days,Portugal,4.0
2024/25,360338.0,Mats Wieffer,Mats,Wieffer,M,27.0,Centre Defensive Midfielder,Brighton & Hove Albion,BHA,4.0,24 years 281 days,Netherlands,4.0
2024/25,300707.0,Toti Gomes,Tote António,Gomes,D,24.0,Centre Central Defender,Wolverhampton Wanderers,WOL,3.0,25 years 220 days,Portugal,12.0
2024/25,302712.0,Bruno Guimarães,Bruno,Guimarães Rodriguez Moura,M,39.0,Centre Defensive Midfielder,Newcastle United,NEW,3.0,26 years 281 days,Brazil,12.0
2024/25,312560.0,Erling Haaland,Erling,Haaland,F,9.0,Centre Striker,Manchester City,MCI,3.0,24 years 33 days,Norway,12.0
2024/25,340665.0,Mateo Kovacic,Mateo,Kovacic,M,8.0,Central Midfielder,Manchester City,MCI,3.0,30 years 109 days,Croatia,12.0
2024/25,340568.0,Dejan Kulusevski,Dejan,Kulusevski,M,21.0,Right Winger,Tottenham Hotspur,TOT,3.0,24 years 120 days,Sweden,12.0
2024/25,341034.0,Mason Mount,Mason,Mount,M,7.0,Centre Attacking Midfielder,Manchester United,MUN,3.0,25 years 226 days,England,12.0
2024/25,323855.0,Rodrigo Muniz,Rodrigo,Muniz Carvalho,F,9.0,Striker,Fulham,FUL,3.0,23 years 111 days,Brazil,12.0
2024/25,346777.0,Cole Palmer,Cole,Palmer,M,20.0,Attacking Midfielder,Chelsea,CHE,3.0,22 years 109 days,England,12.0
2024/25,337402.0,Antoine Semenyo,Antoine,Semenyo,F,24.0,Centre Striker,Bournemouth,BOU,3.0,24 years 229 days,Ghana,12.0
2024/25,288147.0,Martin Ødegaard,Martin,Ødegaard,M,8.0,Left/Centre/Right Attacking Midfielder,Arsenal,ARS,3.0,25 years 250 days,Norway,12.0
2024/25,315374.0,Simon Adingra,Simon,Adingra,F,11.0,Left Winger,Brighton & Hove Albion,BHA,2.0,22 years 235 days,Cote D’Ivoire,22.0
2024/25,322872.0,Sam Amo-Ameyaw,Sam,Amo-Ameyaw,M,11.0,Left Winger,Southampton,SOU,2.0,18 years 36 days,England,22.0
2024/25,286397.0,Adam Armstrong,Adam,Armstrong,F,9.0,Centre Striker,Southampton,SOU,2.0,27 years 195 days,England,22.0
2024/25,284910.0,Leon Bailey,Leon,Bailey,M,31.0,Left Winger,Aston Villa,AVL,2.0,27 years 14 days,Jamaica,22.0
2024/25,302775.0,Rodrigo Bentancur,Rodrigo,Bentancur,M,30.0,Centre Central Midfielder,Tottenham Hotspur,TOT,2.0,27 years 59 days,Uruguay,22.0
2024/25,160732.0,Philip Billing,Philip,Billing,M,29.0,Centre Defensive Midfielder,Bournemouth,BOU,2.0,28 years 73 days,Denmark,22.0
2024/25,180060.0,Bruno Fernandes,Bruno Miguel,Borges Fernandes,M,8.0,Left/Centre/Right Attacking Midfielder,Manchester United,MUN,2.0,29 years 350 days,Portugal,22.0
2024/25,180212.0,Jarrod Bowen,Jarrod,Bowen,F,20.0,Centre Striker,West Ham United,WHU,2.0,27 years 247 days,England,22.0
2024/25,258090.0,Vladimír Coufal,Vladimír,Coufal,D,5.0,Right Full Back,West Ham United,WHU,2.0,32 years 1 day,Czech Republic,22.0
2024/25,360795.0,Liam Delap,Liam,Delap,F,19.0,Centre Striker,Ipswich Town,IPS,2.0,21 years 197 days,England,22.0
2024/25,328378.0,Amad Diallo,Amad,Diallo,F,n/a,Forward,Manchester United,MUN,2.0,22 years 43 days,Cote D’Ivoire,22.0
2024/25,345865.0,Jérémy Doku,Jérémy,Doku,F,11.0,Left/Right Winger,Manchester City,MCI,2.0,22 years 88 days,Belgium,22.0
2024/25,361163.0,Flynn Downes,Flynn,Downes,M,4.0,Midfielder,Southampton,SOU,2.0,25 years 216 days,England,22.0
2024/25,337917.0,Enzo Fernández,Enzo,Fernández,M,8.0,Midfielder,Chelsea,CHE,2.0,23 years 219 days,Argentina,22.0
2024/25,263465.0,Idrissa Gueye,Idrissa,Gueye,M,27.0,Centre Defensive Midfielder,Everton,EVE,2.0,34 years 332 days,Senegal,22.0
2024/25,312590.0,Hwang Hee-Chan,Hee-Chan,Hwang,F,11.0,Centre Striker,Wolverhampton Wanderers,WOL,2.0,28 years 210 days,South Korea,22.0
2024/25,346851.0,Alex Iwobi,Alex,Iwobi,F,17.0,Left/Centre/Right Second Striker,Fulham,FUL,2.0,28 years 112 days,Nigeria,22.0
2024/25,336788.0,Victor Kristiansen,Victor,Kristiansen,D,16.0,Left Full Back,n/a,n/a,2.0,21 years 251 days,Denmark,22.0
2024/25,322362.0,Rico Lewis,Rico,Lewis,D,82.0,Right Full Back,Manchester City,MCI,2.0,19 years 276 days,England,22.0
2024/25,42220.0,Wilfred Ndidi,Wilfred,Ndidi,M,6.0,Centre Central Midfielder,Leicester City,LEI,2.0,27 years 251 days,Nigeria,22.0
2024/25,336736.0,Dango Ouattara,Dango,Ouattara,F,11.0,Forward,Bournemouth,BOU,2.0,22 years 194 days,Burkina Faso,22.0
2024/25,135654.0,Bukayo Saka,Bukayo,Saka,F,77.0,Left Winger,Arsenal,ARS,2.0,22 years 353 days,England,22.0
2024/25,344583.0,Alex Scott,Alex,Scott,M,14.0,Central Midfielder,Bournemouth,BOU,2.0,21 years 2 days,England,22.0
2024/25,362225.0,Crysencio Summerville,Crysencio,Summerville,F,7.0,Left Winger,West Ham United,WHU,2.0,22 years 298 days,Netherlands,22.0
2024/25,348034.0,Marcus Tavernier,Marcus,Tavernier,M,n/a,Midfielder,Bournemouth,BOU,2.0,25 years 154 days,England,22.0
2024/25,259569.0,Danny Welbeck,Danny,Welbeck,F,18.0,Centre Striker,Brighton & Hove Albion,BHA,2.0,33 years 271 days,England,22.0
2024/25,279691.0,Rayan Aït-Nouri,Rayan,Aït-Nouri,D,3.0,Left Full Back,Wolverhampton Wanderers,WOL,1.0,23 years 78 days,Algeria,48.0
2024/25,363213.0,Joachim Andersen,Joachim,Andersen,D,5.0,Centre Central Defender,Fulham,FUL,1.0,28 years 84 days,Denmark,48.0
2024/25,327643.0,Michail Antonio,Michail,Antonio,F,n/a,Centre Striker,West Ham United,WHU,1.0,34 years 148 days,Jamaica,48.0
2024/25,316201.0,Joe Aribo,Joe,Aribo,M,7.0,Central Midfielder,Southampton,SOU,1.0,28 years 33 days,Nigeria,48.0
2024/25,355287.0,Yasin Ayari,Yasin,Ayari,M,n/a,Midfielder,Brighton & Hove Albion,BHA,1.0,20 years 322 days,Sweden,48.0
2024/25,160688.0,Jordan Ayew,Jordan,Ayew,F,9.0,Centre Striker,Crystal Palace,CRY,1.0,32 years 347 days,Ghana,48.0
2024/25,343384.0,Calvin Bassey,Calvin,Bassey,D,3.0,Left Full Back,Fulham,FUL,1.0,24 years 236 days,Nigeria,48.0
2024/25,346853.0,Jean-Ricner Bellegarde,Jean-Ricner,Bellegarde,M,27.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,1.0,26 years 57 days,France,48.0
2024/25,359179.0,Lucas Bergvall,Lucas,Bergvall,M,15.0,Central Midfielder,Tottenham Hotspur,TOT,1.0,18 years 203 days,Sweden,48.0
2024/25,362065.0,Ben Brereton,Ben,Brereton,F,17.0,Left Winger,Southampton,SOU,1.0,25 years 127 days,Chile,48.0
2024/25,362646.0,Facundo Buonanotte,Facundo,Buonanotte,M,40.0,Centre Attacking Midfielder,Leicester City,LEI,1.0,19 years 244 days,Argentina,48.0
2024/25,277082.0,Wes Burns,Wes,Burns,F,n/a,Right Winger,Ipswich Town,IPS,1.0,29 years 274 days,Wales,48.0
2024/25,344342.0,Matheus Cunha,Matheus Santos,Carneiro da Cunha,F,12.0,Striker,Wolverhampton Wanderers,WOL,1.0,25 years 88 days,Brazil,48.0
2024/25,340957.0,Nathan Collins,Nathan,Collins,D,22.0,Centre Central Defender,Brentford,BRE,1.0,23 years 115 days,Ireland,48.0
2024/25,294324.0,Lewis Cook,Lewis,Cook,M,n/a,Midfielder,Bournemouth,BOU,1.0,27 years 202 days,England,48.0
2024/25,346775.0,Murillo,Murillo Santiago,Costa dos Santos,D,5.0,Left/Centre Central Defender,Nottingham Forest,NFO,1.0,22 years 50 days,Brazil,48.0
2024/25,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,1.0,33 years 56 days,Belgium,48.0
2024/25,327340.0,Tyler Dibling,Tyler,Dibling,M,33.0,Left/Centre/Right Attacking Midfielder,Southampton,SOU,1.0,18 years 188 days,England,48.0
2024/25,222694.0,Abdoulaye Doucouré,Abdoulaye,Doucouré,M,16.0,Centre Central Midfielder,Everton,EVE,1.0,31 years 235 days,Mali,48.0
2024/25,337015.0,Jhon Durán,Jhon,Durán,F,9.0,Striker,Aston Villa,AVL,1.0,20 years 254 days,Colombia,48.0
2024/25,288980.0,Odsonne Édouard,Odsonne,Édouard,F,22.0,Centre Striker,Crystal Palace,CRY,1.0,26 years 220 days,France,48.0
2024/25,320724.0,Eberechi Eze,Eberechi,Eze,M,10.0,Centre Attacking Midfielder,Crystal Palace,CRY,1.0,26 years 55 days,England,48.0
2024/25,325441.0,Wout Faes,Wout,Faes,D,3.0,Central Defender,Leicester City,LEI,1.0,26 years 142 days,Belgium,48.0
2024/25,360844.0,Abdul Fatawu,Abdul,Fatawu,F,7.0,Right Winger,Leicester City,LEI,1.0,20 years 168 days,Ghana,48.0
2024/25,325335.0,Wesley Fofana,Wesley,Fofana,D,29.0,Centre Central Defender,Chelsea,CHE,1.0,23 years 250 days,France,48.0
2024/25,309995.0,Alejandro Garnacho,Alejandro,Garnacho,F,17.0,Left/Right Winger,Manchester United,MUN,1.0,20 years 53 days,Argentina,48.0
2024/25,323587.0,Morgan Gibbs-White,Morgan,Gibbs-White,M,10.0,Centre Central Midfielder,Nottingham Forest,NFO,1.0,24 years 209 days,England,48.0
2024/25,359180.0,Rodrigo Gomes,Rodrigo Martins,Gomes,F,19.0,Left Winger,Wolverhampton Wanderers,WOL,1.0,21 years 47 days,Portugal,48.0
2024/25,359869.0,Archie Gray,Archie,Gray,M,14.0,Central Midfielder,Tottenham Hotspur,TOT,1.0,18 years 164 days,England,48.0
2024/25,338125.0,Malo Gusto,Malo,Gusto,D,27.0,Right Full Back,Chelsea,CHE,1.0,21 years 96 days,France,48.0
2024/25,359413.0,Lewis Hall,Lewis,Hall,D,20.0,Left Full Back,Newcastle United,NEW,1.0,19 years 350 days,England,48.0
2024/25,349224.0,Jack Harrison,Jack,Harrison,M,7.0,Midfielder,Everton,EVE,1.0,27 years 277 days,England,48.0
2024/25,347498.0,Callum Hudson-Odoi,Callum,Hudson-Odoi,F,14.0,Left Winger,Nottingham Forest,NFO,1.0,23 years 290 days,England,48.0
2024/25,324327.0,Alexander Isak,Alexander,Isak,F,14.0,Centre Striker,Newcastle United,NEW,1.0,24 years 337 days,Sweden,48.0
2024/25,360685.0,Daniel Jebbison,Daniel,Jebbison,F,21.0,Centre Striker,Bournemouth,BOU,1.0,21 years 43 days,Canada,48.0
2024/25,160425.0,Mathias Jensen,Mathias,Jensen,M,8.0,Centre Central Midfielder,Brentford,BRE,1.0,28 years 235 days,Denmark,48.0
2024/25,340425.0,João Pedro,João Pedro,Junqueira de Jesus,F,9.0,Centre Striker,Brighton & Hove Albion,BHA,1.0,22 years 332 days,Brazil,48.0
2024/25,300156.0,James Justin,James,Justin,D,n/a,Defender,Leicester City,LEI,1.0,26 years 182 days,England,48.0
2024/25,349514.0,Emil Krafth,Emil,Krafth,D,17.0,Right Full Back,Newcastle United,NEW,1.0,30 years 21 days,Sweden,48.0
2024/25,345120.0,Roméo Lavia,Roméo,Lavia,M,45.0,Centre Defensive Midfielder,Chelsea,CHE,1.0,20 years 230 days,Belgium,48.0
2024/25,317507.0,Keane Lewis-Potter,Keane,Lewis-Potter,F,23.0,Striker,Brentford,BRE,1.0,23 years 183 days,England,48.0
2024/25,344361.0,Tino Livramento,Tino,Livramento,D,21.0,Right Full Back,Newcastle United,NEW,1.0,21 years 285 days,England,48.0
2024/25,135591.0,Sean Longstaff,Sean,Longstaff,M,36.0,Centre Central Midfielder,Newcastle United,NEW,1.0,26 years 298 days,England,48.0
2024/25,340680.0,James Maddison,James,Maddison,M,10.0,Left/Centre/Right Attacking Midfielder,Tottenham Hotspur,TOT,1.0,27 years 274 days,England,48.0
2024/25,343404.0,Stephy Mavididi,Stephy,Mavididi,F,10.0,Centre Striker,Leicester City,LEI,1.0,26 years 84 days,England,48.0
2024/25,161347.0,Bryan Mbeumo,Bryan,Mbeumo,M,19.0,Left Winger,Brentford,BRE,1.0,25 years 16 days,Cameroon,48.0
2024/25,320612.0,Dwight McNeil,Dwight,McNeil,F,7.0,Left Winger,Everton,EVE,1.0,24 years 275 days,England,48.0
2024/25,289102.0,Sam Morsy,Samy Sayed,Mekawy Said Morsy,M,5.0,Centre Central Midfielder,Ipswich Town,IPS,1.0,32 years 348 days,Egypt,48.0
2024/25,359408.0,Yankuba Minteh,Yankuba,Minteh,F,17.0,Left/Centre/Right Winger,Brighton & Hove Albion,BHA,1.0,20 years 32 days,Gambia,48.0
2024/25,169744.0,Tyrick Mitchell,Tyrick,Mitchell,D,39.0,Left Full Back,Crystal Palace,CRY,1.0,24 years 357 days,England,48.0
2024/25,44030.0,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,M,20.0,Left/Centre Attacking Midfielder,Manchester City,MCI,1.0,30 years 13 days,Portugal,48.0
2024/25,340570.0,Christopher Nkunku,Christopher,Nkunku,F,18.0,Left/Centre Second Striker,Chelsea,CHE,1.0,26 years 283 days,France,48.0
2024/25,160057.0,Christian Nørgaard,Christian,Nørgaard,M,6.0,Centre Central Midfielder,Brentford,BRE,1.0,30 years 166 days,Denmark,48.0
2024/25,361427.0,Amadou Onana,Amadou,Onana,M,24.0,Centre Defensive Midfielder,Aston Villa,AVL,1.0,23 years 7 days,Belgium,48.0
2024/25,258869.0,Thomas Partey,Thomas,Partey,M,5.0,Centre Defensive Midfielder,Arsenal,ARS,1.0,31 years 71 days,Ghana,48.0
2024/25,339963.0,Ethan Pinnock,Ethan,Pinnock,D,n/a,Left/Centre Central Defender,Brentford,BRE,1.0,31 years 86 days,Jamaica,48.0
2024/25,19620.0,Marcus Rashford,Marcus,Rashford,F,10.0,Left/Centre Second Striker,Manchester United,MUN,1.0,26 years 297 days,England,48.0
2024/25,202622.0,Harrison Reed,Harrison,Reed,M,6.0,Centre Central Midfielder,Fulham,FUL,1.0,29 years 209 days,England,48.0
2024/25,342058.0,Declan Rice,Declan,Rice,M,41.0,Centre Central Midfielder,Arsenal,ARS,1.0,25 years 222 days,England,48.0
2024/25,190129.0,Antonee Robinson,Antonee,Robinson,D,33.0,Left Full Back,Fulham,FUL,1.0,27 years 15 days,United States,48.0
2024/25,356584.0,Morgan Rogers,Morgan,Rogers,F,27.0,Left Winger,Aston Villa,AVL,1.0,22 years 28 days,England,48.0
2024/25,47184.0,Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,F,11.0,Left/Centre/Right Winger,Liverpool,LIV,1.0,32 years 69 days,Egypt,48.0
2024/25,359151.0,Luis Sinisterra,Luis,Sinisterra,F,17.0,Right Winger,Bournemouth,BOU,1.0,25 years 67 days,Colombia,48.0
2024/25,362647.0,Dominic Solanke,Dominic,Solanke,F,19.0,Striker,Tottenham Hotspur,TOT,1.0,26 years 344 days,England,48.0
2024/25,20239.0,Son Heung-Min,Heung-Min,Son,F,7.0,Left/Centre/Right Winger,Tottenham Hotspur,TOT,1.0,32 years 46 days,South Korea,48.0
2024/25,259014.0,Tomás Soucek,Tomás,Soucek,M,28.0,Centre Defensive Midfielder,West Ham United,WHU,1.0,29 years 178 days,Czech Republic,48.0
2024/25,359917.0,Jørgen Strand Larsen,Jørgen,Strand Larsen,F,9.0,Centre Striker,Wolverhampton Wanderers,WOL,1.0,24 years 199 days,Norway,48.0
2024/25,314795.0,Kenny Tete,Kenny,Tete,D,n/a,Right Full Back,Fulham,FUL,1.0,28 years 319 days,Netherlands,48.0
2024/25,340565.0,Youri Tielemans,Youri,Tielemans,M,8.0,Centre Central Midfielder,Aston Villa,AVL,1.0,27 years 108 days,Belgium,48.0
2024/25,358671.0,Jurriën Timber,Jurriën,Timber,D,n/a,Defender,Arsenal,ARS,1.0,23 years 67 days,Netherlands,48.0
2024/25,323826.0,Destiny Udogie,Destiny,Udogie,D,13.0,Right Full Back,Tottenham Hotspur,TOT,1.0,21 years 269 days,Italy,48.0
2024/25,11259.0,Jamie Vardy,Jamie,Vardy,F,9.0,Centre Striker,Leicester City,LEI,1.0,37 years 225 days,England,48.0
2024/25,226363.0,Ollie Watkins,Ollie,Watkins,F,11.0,Left/Centre/Right Second Striker,Aston Villa,AVL,1.0,28 years 237 days,England,48.0
2024/25,134233.0,Ryan Yates,Ryan,Yates,M,22.0,Left/Centre/Right Attacking Midfielder,Nottingham Forest,NFO,1.0,26 years 276 days,England,48.0
2024/25,319999.0,Oleksandr Zinchenko,Oleksandr,Zinchenko,D,17.0,Left Full Back,Arsenal,ARS,1.0,27 years 252 days,Ukraine,48.0
2024/25,336892.0,Craig Dawson,Craig,Dawson,D,15.0,Centre Central Defender,Wolverhampton Wanderers,WOL,0.0,34 years 109 days,England,123.0
2024/25,315355.0,Gabriel Jesus,Gabriel Fernando,de Jesus,F,9.0,Second Striker,Arsenal,ARS,0.0,27 years 142 days,Brazil,123.0
2024/25,359467.0,Marc Guiu,Marc,Guiu,F,38.0,Centre Striker,Chelsea,CHE,0.0,18 years 232 days,Spain,123.0
2024/25,336549.0,Pablo Sarabia,Pablo,Sarabia,M,21.0,Left/Centre/Right Attacking Midfielder,Wolverhampton Wanderers,WOL,0.0,32 years 104 days,Spain,123.0
2023/24,346333.0,Mohammed Kudus,Mohammed,Kudus,M,14.0,Midfielder,West Ham United,WHU,93.0,24 years 21 days,Ghana,1.0
2023/24,362647.0,Dominic Solanke,Dominic,Solanke,F,19.0,Striker,n/a,n/a,81.0,26 years 344 days,England,2.0
2023/24,325037.0,Lucas Paquetá,Lucas,Tolentino Coelho de Lima,M,10.0,Centre Attacking Midfielder,West Ham United,WHU,81.0,26 years 362 days,Brazil,2.0
2023/24,160688.0,Jordan Ayew,Jordan,Ayew,F,9.0,Centre Striker,Crystal Palace,CRY,79.0,32 years 347 days,Ghana,4.0
2023/24,302911.0,Jean-Philippe Mateta,Jean-Philippe,Mateta,F,14.0,Centre Striker,Crystal Palace,CRY,77.0,27 years 56 days,France,5.0
2023/24,302686.0,Luis Díaz,Luis,Díaz,F,7.0,Left/Right Winger,Liverpool,LIV,72.0,27 years 223 days,Colombia,6.0
2023/24,302712.0,Bruno Guimarães,Bruno,Guimarães Rodriguez Moura,M,39.0,Centre Defensive Midfielder,Newcastle United,NEW,70.0,26 years 281 days,Brazil,7.0
2023/24,340743.0,Nicolas Jackson,Nicolas,Jackson,F,15.0,Centre Second Striker,Chelsea,CHE,66.0,23 years 64 days,Senegal,8.0
2023/24,340568.0,Dejan Kulusevski,Dejan,Kulusevski,M,21.0,Right Winger,Tottenham Hotspur,TOT,65.0,24 years 120 days,Sweden,9.0
2023/24,340425.0,João Pedro,João Pedro,Junqueira de Jesus,F,9.0,Centre Striker,Brighton & Hove Albion,BHA,63.0,22 years 332 days,Brazil,10.0
2023/24,135200.0,John McGinn,John,McGinn,M,7.0,Centre Central Midfielder,Aston Villa,AVL,61.0,29 years 310 days,Scotland,11.0
2023/24,320612.0,Dwight McNeil,Dwight,McNeil,F,7.0,Left Winger,Everton,EVE,60.0,24 years 275 days,England,12.0
2023/24,47184.0,Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,F,11.0,Left/Centre/Right Winger,Liverpool,LIV,59.0,32 years 69 days,Egypt,13.0
2023/24,180212.0,Jarrod Bowen,Jarrod,Bowen,F,20.0,Centre Striker,West Ham United,WHU,58.0,27 years 247 days,England,14.0
2023/24,288147.0,Martin Ødegaard,Martin,Ødegaard,M,8.0,Left/Centre/Right Attacking Midfielder,Arsenal,ARS,58.0,25 years 250 days,Norway,14.0
2023/24,226363.0,Ollie Watkins,Ollie,Watkins,F,11.0,Left/Centre/Right Second Striker,Aston Villa,AVL,57.0,28 years 237 days,England,16.0
2023/24,279691.0,Rayan Aït-Nouri,Rayan,Aït-Nouri,D,3.0,Left Full Back,Wolverhampton Wanderers,WOL,56.0,23 years 78 days,Algeria,17.0
2023/24,359465.0,Ross Barkley,Ross,Barkley,M,6.0,Centre Central Midfielder,Luton Town,LUT,55.0,30 years 262 days,England,18.0
2023/24,344342.0,Matheus Cunha,Matheus Santos,Carneiro da Cunha,F,12.0,Striker,Wolverhampton Wanderers,WOL,53.0,25 years 88 days,Brazil,19.0
2023/24,315742.0,Carlton Morris,Carlton,Morris,F,9.0,Centre Striker,Luton Town,LUT,53.0,28 years 251 days,England,19.0
2023/24,135654.0,Bukayo Saka,Bukayo,Saka,F,77.0,Left Winger,Arsenal,ARS,53.0,22 years 353 days,England,19.0
2023/24,337402.0,Antoine Semenyo,Antoine,Semenyo,F,24.0,Centre Striker,Bournemouth,BOU,53.0,24 years 229 days,Ghana,19.0
2023/24,260162.0,Phil Foden,Phil,Foden,M,n/a,Centre Central Midfielder,Manchester City,MCI,49.0,24 years 87 days,England,23.0
2023/24,309995.0,Alejandro Garnacho,Alejandro,Garnacho,F,17.0,Left/Right Winger,Manchester United,MUN,49.0,20 years 53 days,Argentina,23.0
2023/24,320724.0,Eberechi Eze,Eberechi,Eze,M,10.0,Centre Attacking Midfielder,Crystal Palace,CRY,48.0,26 years 55 days,England,25.0
2023/24,288967.0,Ryan Christie,Ryan,Christie,M,10.0,Left/Centre/Right Attacking Midfielder,Bournemouth,BOU,47.0,29 years 183 days,Scotland,26.0
2023/24,362951.0,Cameron Archer,Cameron,Archer,F,19.0,Forward,Sheffield United,SHU,45.0,22 years 258 days,England,27.0
2023/24,323587.0,Morgan Gibbs-White,Morgan,Gibbs-White,M,10.0,Centre Central Midfielder,Nottingham Forest,NFO,44.0,24 years 209 days,England,28.0
2023/24,337528.0,João Gomes,João Victor,Gomes da Silva,M,8.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,44.0,23 years 193 days,Brazil,28.0
2023/24,346777.0,Cole Palmer,Cole,Palmer,M,20.0,Attacking Midfielder,Chelsea,CHE,44.0,22 years 109 days,England,28.0
2023/24,317508.0,Raheem Sterling,Raheem,Sterling,F,7.0,Left/Centre/Right Second Striker,Chelsea,CHE,44.0,29 years 259 days,England,28.0
2023/24,222694.0,Abdoulaye Doucouré,Abdoulaye,Doucouré,M,16.0,Centre Central Midfielder,Everton,EVE,42.0,31 years 235 days,Mali,32.0
2023/24,284910.0,Leon Bailey,Leon,Bailey,M,31.0,Left Winger,Aston Villa,AVL,41.0,27 years 14 days,Jamaica,33.0
2023/24,349224.0,Jack Harrison,Jack,Harrison,M,7.0,Midfielder,Everton,EVE,41.0,27 years 277 days,England,33.0
2023/24,316561.0,Andreas Pereira,Andreas Hugo,Hoelgebaum Pereira,M,18.0,Attacking Midfielder,Fulham,FUL,41.0,28 years 235 days,Brazil,33.0
2023/24,166789.0,Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,M,n/a,Midfielder,Arsenal,ARS,41.0,23 years 66 days,Brazil,33.0
2023/24,20239.0,Son Heung-Min,Heung-Min,Son,F,7.0,Left/Centre/Right Winger,Tottenham Hotspur,TOT,41.0,32 years 46 days,South Korea,33.0
2023/24,348034.0,Marcus Tavernier,Marcus,Tavernier,M,n/a,Midfielder,Bournemouth,BOU,41.0,25 years 154 days,England,33.0
2023/24,342028.0,Tahith Chong,Tahith,Chong,M,14.0,Left/Right Winger,Luton Town,LUT,40.0,24 years 263 days,Netherlands,39.0
2023/24,314636.0,Richarlison,Richarlison,de Andrade,F,9.0,Left/Centre/Right Second Striker,Tottenham Hotspur,TOT,40.0,27 years 105 days,Brazil,39.0
2023/24,337516.0,Anthony Gordon,Anthony,Gordon,F,10.0,Winger,Newcastle United,NEW,40.0,23 years 181 days,England,39.0
2023/24,347499.0,James McAtee,James,McAtee,M,28.0,Central Midfielder,Sheffield United,SHU,40.0,21 years 310 days,England,39.0
2023/24,327643.0,Michail Antonio,Michail,Antonio,F,n/a,Centre Striker,West Ham United,WHU,39.0,34 years 148 days,Jamaica,43.0
2023/24,363122.0,Conor Gallagher,Conor,Gallagher,M,4.0,Centre Central Midfielder,n/a,n/a,39.0,24 years 199 days,England,43.0
2023/24,161347.0,Bryan Mbeumo,Bryan,Mbeumo,M,19.0,Left Winger,Brentford,BRE,39.0,25 years 16 days,Cameroon,43.0
2023/24,336745.0,Leandro Trossard,Leandro,Trossard,F,19.0,Forward,Arsenal,ARS,39.0,29 years 263 days,Belgium,43.0
2023/24,315355.0,Gabriel Jesus,Gabriel Fernando,de Jesus,F,9.0,Second Striker,Arsenal,ARS,38.0,27 years 142 days,Brazil,47.0
2023/24,19620.0,Marcus Rashford,Marcus,Rashford,F,10.0,Left/Centre Second Striker,Manchester United,MUN,38.0,26 years 297 days,England,47.0
2023/24,345865.0,Jérémy Doku,Jérémy,Doku,F,11.0,Left/Right Winger,Manchester City,MCI,37.0,22 years 88 days,Belgium,49.0
2023/24,362733.0,Julián Alvarez,Julián,Alvarez,F,19.0,Centre Striker,n/a,n/a,36.0,24 years 205 days,Argentina,50.0
2023/24,363190.0,Nélson Semedo,Nélson,Cabral Semedo,D,2.0,Right Full Back,Wolverhampton Wanderers,WOL,36.0,30 years 281 days,Portugal,50.0
2023/24,360270.0,Nicolò Zaniolo,Nicolò,Zaniolo,M,21.0,Centre Attacking Midfielder,n/a,n/a,36.0,25 years 52 days,Italy,50.0
2023/24,180060.0,Bruno Fernandes,Bruno Miguel,Borges Fernandes,M,8.0,Left/Centre/Right Attacking Midfielder,Manchester United,MUN,35.0,29 years 350 days,Portugal,53.0
2023/24,340669.0,Kai Havertz,Kai,Havertz,M,29.0,Left/Centre/Right Attacking Midfielder,Arsenal,ARS,35.0,25 years 73 days,Germany,53.0
