Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Fouls,Age,Nationality,Rank
2023/24,160158.0,Rodri,Rodrigo,Hernández Cascante,M,16.0,Centre Central Midfielder,Manchester City,MCI,41.0,28 years 62 days,Spain,30.0
2023/24,160057.0,Christian Nørgaard,Christian,Nørgaard,M,6.0,Centre Central Midfielder,Brentford,BRE,41.0,30 years 166 days,Denmark,30.0
2023/24,135654.0,Bukayo Saka,Bukayo,Saka,F,77.0,Left Winger,Arsenal,ARS,41.0,22 years 353 days,England,30.0
2023/24,322422.0,Marcos Senesi,Marcos,Senesi,D,25.0,Centre Central Defender,Bournemouth,BOU,41.0,27 years 105 days,Argentina,30.0
2023/24,259014.0,Tomás Soucek,Tomás,Soucek,M,28.0,Centre Defensive Midfielder,West Ham United,WHU,41.0,29 years 178 days,Czech Republic,30.0
2023/24,346421.0,Carlos Baleba,Carlos,Baleba,M,20.0,Centre Central Midfielder,Brighton & Hove Albion,BHA,40.0,20 years 233 days,Cameroon,36.0
2023/24,363132.0,Sander Berge,Sander,Berge,M,16.0,Centre Central Midfielder,n/a,n/a,40.0,26 years 191 days,Norway,36.0
2023/24,294324.0,Lewis Cook,Lewis,Cook,M,n/a,Midfielder,Bournemouth,BOU,39.0,27 years 202 days,England,38.0
2023/24,338756.0,James Garner,James,Garner,M,n/a,Centre Central Midfielder,Everton,EVE,39.0,23 years 163 days,England,38.0
2023/24,288559.0,Will Hughes,Will,Hughes,M,19.0,Centre Central Midfielder,Crystal Palace,CRY,39.0,29 years 128 days,England,38.0
2023/24,346333.0,Mohammed Kudus,Mohammed,Kudus,M,14.0,Midfielder,West Ham United,WHU,39.0,24 years 21 days,Ghana,38.0
2023/24,135200.0,John McGinn,John,McGinn,M,7.0,Centre Central Midfielder,Aston Villa,AVL,39.0,29 years 310 days,Scotland,38.0
2023/24,361345.0,Jayden Bogle,Jayden,Bogle,D,2.0,Right Full Back,Sheffield United,SHU,38.0,24 years 27 days,England,43.0
2023/24,180093.0,Josh Brownhill,Josh,Brownhill,M,8.0,Centre Central Midfielder,Burnley,BUR,38.0,28 years 248 days,England,43.0
2023/24,346775.0,Murillo,Murillo Santiago,Costa dos Santos,D,5.0,Left/Centre Central Defender,Nottingham Forest,NFO,38.0,22 years 50 days,Brazil,43.0
2023/24,300707.0,Toti Gomes,Tote António,Gomes,D,24.0,Centre Central Defender,Wolverhampton Wanderers,WOL,38.0,25 years 220 days,Portugal,43.0
2023/24,337516.0,Anthony Gordon,Anthony,Gordon,F,10.0,Winger,Newcastle United,NEW,38.0,23 years 181 days,England,43.0
2023/24,360341.0,Maximilian Kilman,Maximilian,Kilman,D,26.0,Left/Centre Central Defender,n/a,n/a,38.0,27 years 92 days,England,43.0
2023/24,275377.0,Fabian Schär,Fabian,Schär,D,n/a,Defender,Newcastle United,NEW,38.0,32 years 247 days,Switzerland,43.0
2023/24,286396.0,Yoane Wissa,Yoane,Wissa,M,11.0,Left Winger,Brentford,BRE,38.0,27 years 355 days,DR Congo,43.0
2023/24,323587.0,Morgan Gibbs-White,Morgan,Gibbs-White,M,10.0,Centre Central Midfielder,Nottingham Forest,NFO,37.0,24 years 209 days,England,51.0
2023/24,361427.0,Amadou Onana,Amadou,Onana,M,24.0,Centre Defensive Midfielder,n/a,n/a,37.0,23 years 7 days,Belgium,51.0
2023/24,340461.0,Pedro Porro,Pedro,Porro,D,23.0,Right Full Back,Tottenham Hotspur,TOT,37.0,24 years 345 days,Spain,51.0
2023/24,340626.0,Dara O'Shea,Dara,O'Shea,D,2.0,Centre Central Defender,Burnley,BUR,36.0,25 years 172 days,Ireland,54.0
2023/24,312817.0,Yves Bissouma,Yves,Bissouma,M,8.0,Centre Central Midfielder,Tottenham Hotspur,TOT,35.0,27 years 359 days,Mali,55.0
2023/24,202648.0,Gabriel Magalhães,Gabriel,dos Santos Magalhães,D,6.0,Centre Central Defender,Arsenal,ARS,35.0,26 years 248 days,Brazil,55.0
2023/24,263465.0,Idrissa Gueye,Idrissa,Gueye,M,27.0,Centre Defensive Midfielder,Everton,EVE,35.0,34 years 332 days,Senegal,55.0
2023/24,312584.0,Boubacar Kamara,Boubacar,Kamara,M,44.0,Centre Defensive Midfielder,Aston Villa,AVL,35.0,24 years 274 days,France,55.0
2023/24,302911.0,Jean-Philippe Mateta,Jean-Philippe,Mateta,F,14.0,Centre Striker,Crystal Palace,CRY,35.0,27 years 56 days,France,55.0
2023/24,346774.0,Teden Mengi,Teden,Mengi,D,15.0,Centre Central Defender,Luton Town,LUT,35.0,22 years 115 days,England,55.0
2023/24,315745.0,Anel Ahmedhodzic,Anel,Ahmedhodzic,D,15.0,Centre Central Defender,Sheffield United,SHU,34.0,25 years 150 days,Bosnia & Herzegovina,61.0
2023/24,362646.0,Facundo Buonanotte,Facundo,Buonanotte,M,40.0,Centre Attacking Midfielder,n/a,n/a,34.0,19 years 244 days,Argentina,61.0
2023/24,342058.0,Declan Rice,Declan,Rice,M,41.0,Centre Central Midfielder,Arsenal,ARS,34.0,25 years 222 days,England,61.0
2023/24,190129.0,Antonee Robinson,Antonee,Robinson,D,33.0,Left Full Back,Fulham,FUL,34.0,27 years 15 days,United States,61.0
2023/24,317508.0,Raheem Sterling,Raheem,Sterling,F,7.0,Left/Centre/Right Second Striker,Chelsea,CHE,34.0,29 years 259 days,England,61.0
2023/24,344581.0,Edson Álvarez,Edson,Álvarez,M,19.0,Defensive Midfielder,West Ham United,WHU,33.0,26 years 304 days,Mexico,66.0
2023/24,356732.0,Lorenz Assignon,Lorenz,Assignon,D,20.0,Right Full Back,Burnley,BUR,33.0,24 years 62 days,France,66.0
2023/24,337917.0,Enzo Fernández,Enzo,Fernández,M,8.0,Midfielder,Chelsea,CHE,33.0,23 years 219 days,Argentina,66.0
2023/24,341954.0,Ashley Young,Ashley,Young,D,18.0,Defender,Everton,EVE,33.0,39 years 45 days,England,66.0
2023/24,302934.0,Dan Burn,Dan,Burn,D,33.0,Centre Central Defender,Newcastle United,NEW,32.0,32 years 106 days,England,70.0
2023/24,258090.0,Vladimír Coufal,Vladimír,Coufal,D,5.0,Right Full Back,West Ham United,WHU,32.0,32 years 1 day,Czech Republic,70.0
2023/24,324030.0,Emerson,Emerson,Palmieri dos Santos,D,33.0,Left Full Back,West Ham United,WHU,32.0,30 years 20 days,Italy,70.0
2023/24,314125.0,Pape Sarr,Pape,Sarr,M,29.0,Centre Central Midfielder,Tottenham Hotspur,TOT,32.0,21 years 344 days,Senegal,70.0
2023/24,41062.0,Dominic Calvert-Lewin,Dominic,Calvert-Lewin,F,9.0,Centre Striker,Everton,EVE,31.0,27 years 160 days,England,74.0
2023/24,344342.0,Matheus Cunha,Matheus Santos,Carneiro da Cunha,F,12.0,Striker,Wolverhampton Wanderers,WOL,31.0,25 years 88 days,Brazil,74.0
2023/24,313731.0,Alfie Doughty,Alfie,Doughty,M,45.0,Left Winger,Luton Town,LUT,31.0,24 years 246 days,England,74.0
2023/24,288980.0,Odsonne Édouard,Odsonne,Édouard,F,22.0,Centre Striker,Crystal Palace,CRY,31.0,26 years 220 days,France,74.0
2023/24,312590.0,Hwang Hee-Chan,Hee-Chan,Hwang,F,11.0,Centre Striker,Wolverhampton Wanderers,WOL,31.0,28 years 210 days,South Korea,74.0
2023/24,285389.0,Cristian Romero,Cristian,Romero,D,17.0,Centre Central Defender,Tottenham Hotspur,TOT,31.0,26 years 118 days,Argentina,74.0
2023/24,211499.0,Matty Cash,Matty,Cash,D,2.0,Right Full Back,Aston Villa,AVL,30.0,27 years 16 days,Poland,80.0
2023/24,323846.0,Casemiro,Carlos Henrique,Casimiro,M,18.0,Centre Central Midfielder,Manchester United,MUN,30.0,32 years 182 days,Brazil,80.0
2023/24,356506.0,Daniel Muñoz,Daniel,Muñoz,D,12.0,Right Full Back,Crystal Palace,CRY,30.0,28 years 89 days,Colombia,80.0
2023/24,10050.0,Adam Smith,Adam,Smith,D,15.0,Right Full Back,Bournemouth,BOU,30.0,33 years 116 days,England,80.0
2023/24,288147.0,Martin Ødegaard,Martin,Ødegaard,M,8.0,Left/Centre/Right Attacking Midfielder,Arsenal,ARS,30.0,25 years 250 days,Norway,80.0
2023/24,315374.0,Simon Adingra,Simon,Adingra,F,11.0,Left Winger,Brighton & Hove Albion,BHA,29.0,22 years 235 days,Cote D’Ivoire,85.0
2023/24,300571.0,Lucas Digne,Lucas,Digne,D,12.0,Left Full Back,Aston Villa,AVL,29.0,31 years 34 days,France,85.0
2023/24,43231.0,Scott McTominay,Scott,McTominay,M,39.0,Centre Attacking Midfielder,Manchester United,MUN,29.0,27 years 259 days,Scotland,85.0
2023/24,340932.0,Dominik Szoboszlai,Dominik,Szoboszlai,M,8.0,Left/Centre/Right Attacking Midfielder,Liverpool,LIV,29.0,23 years 303 days,Hungary,85.0
2023/24,160671.0,Joelinton,Joelinton Cássio,Apolinário de Lira,F,7.0,Centre Striker,Newcastle United,NEW,28.0,28 years 9 days,Brazil,89.0
2023/24,180212.0,Jarrod Bowen,Jarrod,Bowen,F,20.0,Centre Striker,West Ham United,WHU,28.0,27 years 247 days,England,89.0
2023/24,335653.0,Cody Gakpo,Cody,Gakpo,F,18.0,Centre Striker,Liverpool,LIV,28.0,25 years 108 days,Netherlands,89.0
2023/24,41538.0,Joe Gomez,Joe,Gomez,D,2.0,Left/Centre/Right Central Defender,Liverpool,LIV,28.0,27 years 92 days,England,89.0
2023/24,340743.0,Nicolas Jackson,Nicolas,Jackson,F,15.0,Centre Second Striker,Chelsea,CHE,28.0,23 years 64 days,Senegal,89.0
2023/24,160425.0,Mathias Jensen,Mathias,Jensen,M,8.0,Centre Central Midfielder,Brentford,BRE,28.0,28 years 235 days,Denmark,89.0
2023/24,312801.0,Darwin Núñez,Darwin,Núñez,F,9.0,Centre Striker,Liverpool,LIV,28.0,25 years 60 days,Uruguay,89.0
2023/24,268672.0,Elijah Adebayo,Elijah,Adebayo,F,11.0,Centre Striker,Luton Town,LUT,27.0,26 years 229 days,England,96.0
2023/24,320636.0,Vitinho,Victor Alexander,da Silva,D,22.0,Right Full Back,Burnley,BUR,27.0,25 years 31 days,Brazil,96.0
2023/24,320724.0,Eberechi Eze,Eberechi,Eze,M,10.0,Centre Attacking Midfielder,Crystal Palace,CRY,27.0,26 years 55 days,England,96.0
2023/24,258703.0,Vitaly Janelt,Vitaly,Janelt,M,27.0,Centre Defensive Midfielder,Brentford,BRE,27.0,26 years 105 days,Germany,96.0
2023/24,342616.0,Issa Kaboré,Issa,Kaboré,D,12.0,Right Full Back,Luton Town,LUT,27.0,23 years 103 days,Burkina Faso,96.0
2023/24,337950.0,Sasa Lukic,Sasa,Lukic,M,20.0,Central Midfielder,Fulham,FUL,27.0,28 years 10 days,Serbia,96.0
2023/24,255674.0,Diogo Jota,Diogo José,Teixeira da Silva,F,20.0,Left/Centre/Right Striker,Liverpool,LIV,27.0,27 years 263 days,Portugal,96.0
2023/24,363000.0,Kieran Trippier,Kieran,Trippier,D,n/a,Right Full Back,Newcastle United,NEW,27.0,33 years 339 days,England,96.0
2023/24,284910.0,Leon Bailey,Leon,Bailey,M,31.0,Left Winger,Aston Villa,AVL,26.0,27 years 14 days,Jamaica,104.0
2023/24,315355.0,Gabriel Jesus,Gabriel Fernando,de Jesus,F,9.0,Second Striker,Arsenal,ARS,26.0,27 years 142 days,Brazil,104.0
2023/24,347497.0,Nicolás Domínguez,Nicolás,Domínguez,M,16.0,Centre Central Midfielder,Nottingham Forest,NFO,26.0,26 years 56 days,Argentina,104.0
2023/24,202622.0,Harrison Reed,Harrison,Reed,M,6.0,Centre Central Midfielder,Fulham,FUL,26.0,29 years 209 days,England,104.0
2023/24,312583.0,Diego Carlos,Diego Carlos,Santos Silva,D,3.0,Centre Central Defender,Aston Villa,AVL,26.0,31 years 161 days,Brazil,104.0
2023/24,279691.0,Rayan Aït-Nouri,Rayan,Aït-Nouri,D,3.0,Left Full Back,Wolverhampton Wanderers,WOL,25.0,23 years 78 days,Algeria,109.0
2023/24,310499.0,Kristoffer Ajer,Kristoffer,Ajer,D,20.0,Centre Central Defender,Brentford,BRE,25.0,26 years 128 days,Norway,109.0
2023/24,327643.0,Michail Antonio,Michail,Antonio,F,n/a,Centre Striker,West Ham United,WHU,25.0,34 years 148 days,Jamaica,109.0
2023/24,359465.0,Ross Barkley,Ross,Barkley,M,6.0,Centre Central Midfielder,Luton Town,LUT,25.0,30 years 262 days,England,109.0
2023/24,318816.0,Jarrad Branthwaite,Jarrad,Branthwaite,D,22.0,Central Defender,Everton,EVE,25.0,22 years 57 days,England,109.0
2023/24,323026.0,Levi Colwill,Levi,Colwill,D,n/a,Centre Central Defender,Chelsea,CHE,25.0,21 years 179 days,England,109.0
2023/24,359405.0,Maxime Estève,Maxime,Estève,D,5.0,Centre Central Defender,Burnley,BUR,25.0,22 years 89 days,France,109.0
2023/24,342472.0,Milos Kerkez,Milos,Kerkez,D,3.0,Left Full Back,Bournemouth,BOU,25.0,20 years 290 days,Hungary,109.0
2023/24,279619.0,Ibrahima Konaté,Ibrahima,Konaté,D,5.0,Centre Central Defender,Liverpool,LIV,25.0,25 years 90 days,France,109.0
2023/24,346848.0,Sofyan Amrabat,Sofyan,Amrabat,M,4.0,Centre Central Midfielder,n/a,n/a,24.0,28 years 2 days,Morocco,118.0
2023/24,317848.0,Josh Cullen,Josh,Cullen,M,24.0,Centre Central Midfielder,Burnley,BUR,24.0,28 years 138 days,Ireland,118.0
2023/24,323333.0,Evan Ferguson,Evan,Ferguson,F,28.0,Centre Striker,Brighton & Hove Albion,BHA,24.0,19 years 309 days,Ireland,118.0
2023/24,337205.0,Lyle Foster,Lyle,Foster,F,17.0,Centre Striker,Burnley,BUR,24.0,23 years 355 days,South Africa,118.0
2023/24,135591.0,Sean Longstaff,Sean,Longstaff,M,36.0,Centre Central Midfielder,Newcastle United,NEW,24.0,26 years 298 days,England,118.0
2023/24,323855.0,Rodrigo Muniz,Rodrigo,Muniz Carvalho,F,9.0,Striker,Fulham,FUL,24.0,23 years 111 days,Brazil,118.0
2023/24,342475.0,Marvelous Nakamba,Marvelous,Nakamba,M,13.0,Defensive Midfielder,Luton Town,LUT,24.0,30 years 217 days,Zimbabwe,118.0
2023/24,161996.0,Eddie Nketiah,Eddie,Nketiah,F,14.0,Centre Striker,Arsenal,ARS,24.0,25 years 85 days,England,118.0
2023/24,282042.0,Frank Onyeka,Frank,Onyeka,M,15.0,Centre Central Midfielder,Brentford,BRE,24.0,26 years 235 days,Nigeria,118.0
2023/24,346777.0,Cole Palmer,Cole,Palmer,M,20.0,Attacking Midfielder,Chelsea,CHE,24.0,22 years 109 days,England,118.0
2023/24,42727.0,Jeffrey Schlupp,Jeffrey,Schlupp,M,15.0,Left Winger,Crystal Palace,CRY,24.0,31 years 244 days,Ghana,118.0
2023/24,202655.0,Ivan Toney,Ivan,Toney,F,17.0,Centre Striker,Brentford,BRE,24.0,28 years 160 days,England,118.0
2023/24,345007.0,James Ward-Prowse,James,Ward-Prowse,M,8.0,Central Midfielder,West Ham United,WHU,24.0,29 years 296 days,England,118.0
2023/24,337834.0,Illia Zabarnyi,Illia,Zabarnyi,D,27.0,Central Defender,Bournemouth,BOU,24.0,21 years 357 days,Ukraine,118.0
2023/24,360270.0,Nicolò Zaniolo,Nicolò,Zaniolo,M,21.0,Centre Attacking Midfielder,n/a,n/a,24.0,25 years 52 days,Italy,118.0
2023/24,288580.0,Kurt Zouma,Kurt,Zouma,D,4.0,Centre Central Defender,West Ham United,WHU,24.0,29 years 301 days,France,118.0
2023/24,362733.0,Julián Alvarez,Julián,Alvarez,F,19.0,Centre Striker,n/a,n/a,23.0,24 years 205 days,Argentina,134.0
2023/24,322024.0,Marc Cucurella,Marc,Cucurella,D,3.0,Left Wing Back,Chelsea,CHE,23.0,26 years 32 days,Spain,134.0
2023/24,257590.0,Rúben Dias,Rúben,dos Santos Gato Alves Dias,D,3.0,Centre Central Defender,Manchester City,MCI,23.0,27 years 101 days,Portugal,134.0
2023/24,13742.0,Lewis Dunk,Lewis,Dunk,D,30.0,Defender,Brighton & Hove Albion,BHA,23.0,32 years 276 days,England,134.0
2023/24,362163.0,Pascal Groß,Pascal,Groß,M,13.0,Centre Central Midfielder,n/a,n/a,23.0,33 years 69 days,Germany,134.0
2023/24,360569.0,Orel Mangala,Orel,Mangala,M,25.0,Central Midfielder,n/a,n/a,23.0,26 years 158 days,Belgium,134.0
2023/24,166789.0,Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,M,n/a,Midfielder,Arsenal,ARS,23.0,23 years 66 days,Brazil,134.0
2023/24,299539.0,Vitalii Mykolenko,Vitalii,Mykolenko,D,19.0,Left Full Back,Everton,EVE,23.0,25 years 86 days,Ukraine,134.0
2023/24,267928.0,Gabriel Osho,Gabriel,Osho,D,3.0,Centre/Right Central Defender,Luton Town,LUT,23.0,26 years 9 days,Nigeria,134.0
2023/24,340569.0,Boubacar Traoré,Boubacar,Traoré,M,6.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,23.0,23 years 3 days,Mali,134.0
2023/24,343519.0,Auston Trusty,Auston,Trusty,D,5.0,Centre Central Defender,Sheffield United,SHU,23.0,26 years 11 days,United States,134.0
2023/24,92622.0,Virgil van Dijk,Virgil,van Dijk,D,4.0,Centre Central Defender,Liverpool,LIV,23.0,33 years 46 days,Netherlands,134.0
2023/24,50015.0,Kyle Walker,Kyle,Walker,D,2.0,Right Full Back,Manchester City,MCI,23.0,34 years 87 days,England,134.0
2023/24,316560.0,Neco Williams,Neco,Williams,D,7.0,Right Full Back,Nottingham Forest,NFO,23.0,23 years 132 days,Wales,134.0
2023/24,342365.0,Zeki Amdouni,Zeki,Amdouni,F,25.0,Forward,Burnley,BUR,22.0,23 years 263 days,Switzerland,148.0
2023/24,277644.0,Amari'i Bell,Amari'i,Bell,D,3.0,Left Full Back,Luton Town,LUT,22.0,30 years 110 days,Jamaica,148.0
2023/24,346392.0,Timothy Castagne,Timothy,Castagne,D,21.0,Right Full Back,Fulham,FUL,22.0,28 years 262 days,Belgium,148.0
2023/24,323410.0,Pervis Estupiñán,Pervis,Estupiñán,D,30.0,Left Full Back,Brighton & Hove Albion,BHA,22.0,26 years 215 days,Ecuador,148.0
2023/24,325644.0,Billy Gilmour,Billy,Gilmour,M,11.0,Central Midfielder,Brighton & Hove Albion,BHA,22.0,23 years 73 days,Scotland,148.0
2023/24,338125.0,Malo Gusto,Malo,Gusto,D,27.0,Right Full Back,Chelsea,CHE,22.0,21 years 96 days,France,148.0
2023/24,316561.0,Andreas Pereira,Andreas Hugo,Hoelgebaum Pereira,M,18.0,Attacking Midfielder,Fulham,FUL,22.0,28 years 235 days,Brazil,148.0
2023/24,161347.0,Bryan Mbeumo,Bryan,Mbeumo,M,19.0,Left Winger,Brentford,BRE,22.0,25 years 16 days,Cameroon,148.0
2023/24,169744.0,Tyrick Mitchell,Tyrick,Mitchell,D,39.0,Left Full Back,Crystal Palace,CRY,22.0,24 years 357 days,England,148.0
2023/24,44030.0,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,M,20.0,Left/Centre Attacking Midfielder,Manchester City,MCI,22.0,30 years 13 days,Portugal,148.0
2023/24,336483.0,Mykhailo Mudryk,Mykhailo,Mudryk,M,10.0,Left Winger,Chelsea,CHE,22.0,23 years 231 days,Ukraine,148.0
2023/24,289352.0,William Saliba,William,Saliba,D,2.0,Central Defender,Arsenal,ARS,22.0,23 years 152 days,France,148.0
2023/24,346852.0,Ibrahim Sangaré,Ibrahim,Sangaré,M,6.0,Centre Central Midfielder,Nottingham Forest,NFO,22.0,26 years 265 days,Cote D’Ivoire,148.0
2023/24,340565.0,Youri Tielemans,Youri,Tielemans,M,8.0,Centre Central Midfielder,Aston Villa,AVL,22.0,27 years 108 days,Belgium,148.0
2023/24,128164.0,Joel Ward,Joel,Ward,D,n/a,Defender,Crystal Palace,CRY,22.0,34 years 299 days,England,148.0
2023/24,226363.0,Ollie Watkins,Ollie,Watkins,F,11.0,Left/Centre/Right Second Striker,Aston Villa,AVL,22.0,28 years 237 days,England,148.0
2023/24,340567.0,Chris Wood,Chris,Wood,F,11.0,Centre Striker,Nottingham Forest,NFO,22.0,32 years 260 days,New Zealand,148.0
2023/24,359414.0,Elliot Anderson,Elliot,Anderson,M,8.0,Centre Central Midfielder,n/a,n/a,21.0,21 years 291 days,Scotland,165.0
2023/24,342028.0,Tahith Chong,Tahith,Chong,M,14.0,Left/Right Winger,Luton Town,LUT,21.0,24 years 263 days,Netherlands,165.0
2023/24,343402.0,Igor Julio,Igor Julio,dos Santos de Paulo,D,3.0,Centre Central Defender,Brighton & Hove Albion,BHA,21.0,26 years 198 days,Brazil,165.0
2023/24,346391.0,Beto,Norberto Bercique,Gomes Betuncal,F,14.0,Centre Striker,Everton,EVE,21.0,26 years 205 days,Portugal,165.0
2023/24,340680.0,James Maddison,James,Maddison,M,10.0,Left/Centre/Right Attacking Midfielder,Tottenham Hotspur,TOT,21.0,27 years 274 days,England,165.0
2023/24,161345.0,Harry Maguire,Harry,Maguire,D,5.0,Centre Central Defender,Manchester United,MUN,21.0,31 years 171 days,England,165.0
2023/24,336549.0,Pablo Sarabia,Pablo,Sarabia,M,21.0,Left/Centre/Right Attacking Midfielder,Wolverhampton Wanderers,WOL,21.0,32 years 104 days,Spain,165.0
2023/24,283241.0,Harry Wilson,Harry,Wilson,M,8.0,Left/Right Winger,Fulham,FUL,21.0,27 years 154 days,Wales,165.0
2023/24,302775.0,Rodrigo Bentancur,Rodrigo,Bentancur,M,30.0,Centre Central Midfielder,Tottenham Hotspur,TOT,20.0,27 years 59 days,Uruguay,173.0
2023/24,325444.0,Willy-Arnaud Boly,Willy-Arnaud,Boly,D,30.0,Centre Central Defender,Nottingham Forest,NFO,20.0,33 years 202 days,Cote D’Ivoire,173.0
2023/24,277643.0,Reece Burke,Reece,Burke,D,16.0,Centre Central Defender,Luton Town,LUT,20.0,27 years 356 days,England,173.0
2023/24,336892.0,Craig Dawson,Craig,Dawson,D,15.0,Centre Central Defender,Wolverhampton Wanderers,WOL,20.0,34 years 109 days,England,173.0
2023/24,314636.0,Richarlison,Richarlison,de Andrade,F,9.0,Left/Centre/Right Second Striker,Tottenham Hotspur,TOT,20.0,27 years 105 days,Brazil,173.0
2023/24,309995.0,Alejandro Garnacho,Alejandro,Garnacho,F,17.0,Left/Right Winger,Manchester United,MUN,20.0,20 years 53 days,Argentina,173.0
2023/24,346846.0,Ryan Gravenberch,Ryan,Gravenberch,M,38.0,Centre Central Midfielder,Liverpool,LIV,20.0,22 years 99 days,Netherlands,173.0
2023/24,343671.0,Josko Gvardiol,Josko,Gvardiol,D,24.0,Defender,Manchester City,MCI,20.0,22 years 213 days,Croatia,173.0
2023/24,349224.0,Jack Harrison,Jack,Harrison,M,7.0,Midfielder,Everton,EVE,20.0,27 years 277 days,England,173.0
2023/24,361468.0,Pierre-Emile Højbjerg,Pierre-Emile,Højbjerg,M,23.0,Centre Defensive Midfielder,n/a,n/a,20.0,29 years 18 days,Denmark,173.0
2023/24,343771.0,Rasmus Højlund,Rasmus,Højlund,F,9.0,Centre Striker,Manchester United,MUN,20.0,21 years 201 days,Denmark,173.0
2023/24,346844.0,Neal Maupay,Neal,Maupay,F,7.0,Centre Striker,Everton,EVE,20.0,28 years 9 days,France,173.0
2023/24,344583.0,Alex Scott,Alex,Scott,M,14.0,Central Midfielder,Bournemouth,BOU,20.0,21 years 2 days,England,173.0
2023/24,348034.0,Marcus Tavernier,Marcus,Tavernier,M,n/a,Midfielder,Bournemouth,BOU,20.0,25 years 154 days,England,173.0
2023/24,359468.0,Charlie Taylor,Charlie,Taylor,D,21.0,Left Full Back,Burnley,BUR,20.0,30 years 340 days,England,173.0
2023/24,53174.0,George Baldock,George,Baldock,D,2.0,Right Full Back,Sheffield United,SHU,19.0,31 years 167 days,Greece,188.0
2023/24,160732.0,Philip Billing,Philip,Billing,M,29.0,Centre Defensive Midfielder,Bournemouth,BOU,19.0,28 years 73 days,Denmark,188.0
2023/24,344580.0,Jacob Brown,Jacob,Brown,F,19.0,Forward,Luton Town,LUT,19.0,26 years 135 days,Scotland,188.0
2023/24,325419.0,Antony,Antony Matheus,dos Santos,F,21.0,Left/Right Winger,Manchester United,MUN,19.0,24 years 181 days,Brazil,188.0
2023/24,340425.0,João Pedro,João Pedro,Junqueira de Jesus,F,9.0,Centre Striker,Brighton & Hove Albion,BHA,19.0,22 years 332 days,Brazil,188.0
2023/24,361726.0,Oliver McBurnie,Oliver,McBurnie,F,16.0,Centre Striker,Sheffield United,SHU,19.0,28 years 80 days,Scotland,188.0
2023/24,179282.0,Jack Robinson,Jack,Robinson,D,19.0,Left Full Back,Sheffield United,SHU,19.0,30 years 357 days,England,188.0
2023/24,284417.0,Ben White,Ben,White,D,4.0,Centre/Right Central Defender,Arsenal,ARS,19.0,26 years 320 days,England,188.0
2023/24,342617.0,Ola Aina,Ola,Aina,D,34.0,Right Full Back,Nottingham Forest,NFO,18.0,27 years 320 days,Nigeria,196.0
2023/24,312560.0,Erling Haaland,Erling,Haaland,F,9.0,Centre Striker,Manchester City,MCI,18.0,24 years 33 days,Norway,196.0
